adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,revilla_bong,estrada_jinggoy,defensorsantiago_miriam,drilon_frank,enrile_juanponce_sr,cayetano_pia,marcos_ferdinand_jr,recto_ralph,sotto_tito,osmena_serge,lapid_lito,guingona_teofisto_iii,hontiveros_risa,biazon_rozzano_rufino,devenecia_jose_iii,remulla_gilbert_cesar,lim_danilo,roco_sonia,querubin_ariel,pimentel_gwendolyn,acosta_nereus_jr,lacson_alex,tamano_adel,osmena_emiliomario,maza_liza,ocampo_saturnino,tatad_francisco,lozada_jose_apolinario_jr,mitra_ramon,langit_rey,bello_silvestre_iii,lao_yasmin,papin_imelda,ople_susan,bautista_martin,plaza_rodolfo,bautista_jv,guico_ramon_jr,lambino_raul,villanueva_hector,ocampo_ramoncito,inocencio_ma_katherine,palparan_jovito_jr,tinsay_alexander,alonto_zafrullah,tamayo_reginald,espinosa_nanette,maambong_regalado,david_rizalito,albani_shariff,virgines_israel,paredes_zosimo,sison_adrian,imbong_jo_aurea,princesa_reynaldo,nikabulin_adz,caunan_henry,valdehuesa_manuel_jr,tarrazona_hector,rinoza_plazo_maria_gracia,lood_alma
1004311000,1004300000,1000000000,Jasaan,Mun,10072,12109,8575,6521,7391,7307,6390,5815,4425,6396,5030,6791,3569,3080,4395,3676,2643,2609,4113,7128,6357,2438,2979,2295,2088,1586,1283,1897,1110,719,898,920,801,719,756,0,1150,543,462,532,562,259,486,181,292,512,298,267,223,232,142,208,231,227,132,130,148,509,83,73,92
1004312000,1004300000,1000000000,Kinoguitan,Mun,2712,3216,1810,1649,1930,1425,1320,1619,1077,1533,1604,2205,681,834,981,683,697,617,757,2052,1595,805,639,659,608,510,328,408,311,139,438,249,414,171,231,0,255,88,76,280,226,106,223,118,159,154,131,104,102,95,117,90,91,107,71,73,51,164,47,30,29
1004313000,1004300000,1000000000,Lagonglong,Mun,4316,5356,3259,2770,3250,2801,2049,2578,1498,2745,2259,3585,1454,1536,1909,1350,1227,1239,1507,3136,2864,1266,1112,1101,874,797,519,814,469,397,607,397,413,286,441,0,529,300,270,417,339,157,425,156,211,271,165,200,149,150,101,118,99,157,104,101,116,238,52,44,97
1004314000,1004300000,1000000000,Laguindingan,Mun,5031,6060,3744,3161,3464,3286,2615,3029,2096,2871,2904,3565,1581,1559,1893,1576,1498,1296,1538,3329,3432,1314,1557,1269,903,747,649,706,486,402,898,519,427,255,395,870,460,372,324,343,335,127,292,170,232,263,177,146,152,193,110,112,127,205,80,78,87,210,59,37,42
1004315000,1004300000,1000000000,Libertad,Mun,2507,3295,2039,1797,2037,1793,1400,1755,1096,1644,1457,1901,957,963,1081,855,895,722,980,1804,1663,790,647,744,538,499,349,433,324,166,344,276,259,161,261,480,240,129,77,227,219,69,105,84,133,162,94,78,76,73,69,68,79,61,49,56,49,96,37,24,30
1004316000,1004300000,1000000000,Lugait,Mun,3892,5523,3337,2822,3221,2781,2461,2549,1601,2893,2314,2861,1607,1874,1771,1490,2094,1111,2166,2440,1764,1288,1215,1273,940,796,471,830,530,282,319,371,552,284,341,559,483,126,117,331,314,146,176,141,174,191,153,190,108,116,128,129,90,109,123,112,63,230,34,41,41
1004317000,1004300000,1000000000,Magsaysay,Mun,5707,5420,3924,3335,3601,3040,2540,3072,1880,3243,3475,4828,1476,1688,1753,1389,1778,1194,1112,3643,2468,1447,1044,1710,1290,1080,486,659,725,263,545,500,691,475,444,0,505,409,229,468,535,156,237,152,204,299,287,299,227,209,149,156,180,189,107,137,139,221,74,90,68
1004318000,1004300000,1000000000,Manticao,Mun,5765,7998,4783,4021,4756,3724,2984,3745,2412,4062,3311,4277,2110,2367,2673,1940,2111,1800,2507,3623,2536,1968,1423,1768,1022,1006,715,1279,729,478,705,624,837,366,550,685,740,252,240,541,478,218,365,175,296,352,292,227,211,217,323,169,208,209,119,136,132,167,103,74,77
1004319000,1004300000,1000000000,Medina,Mun,9451,7854,5235,4989,5122,4983,2679,4693,2923,4884,4399,6529,2546,2563,3070,2782,2669,1641,1623,5551,3873,1848,1338,2033,1400,1130,811,973,758,309,564,620,590,401,558,0,494,974,186,554,408,160,272,158,188,344,275,191,218,165,143,136,164,196,103,105,118,274,66,64,62
1004320000,1004300000,1000000000,Naawan,Mun,3421,5256,3232,2627,3046,2960,2523,2228,1484,2334,2317,2940,1130,1551,1505,1420,1561,968,1789,2592,1909,955,1337,823,856,812,484,608,500,305,382,297,367,262,260,722,338,145,145,261,240,97,288,74,134,160,145,131,72,88,95,73,70,148,44,59,49,150,39,32,43
1004321000,1004300000,1000000000,Opol,Mun,8425,10363,7843,7248,7046,7739,5619,6337,4086,6409,3977,7271,4315,3990,4146,3170,3341,3227,3091,6990,6777,2609,3581,2199,1713,1491,1331,1510,993,609,2455,1189,1102,574,912,0,835,471,465,601,792,570,579,488,595,457,225,271,208,225,441,339,195,188,309,342,135,537,82,65,89
1004322000,1004300000,1000000000,Salay,Mun,5840,6937,4410,3758,4155,3782,2969,3322,2089,3871,2839,4742,1912,1621,2377,1809,1690,1465,1935,4631,4443,1707,1635,1676,1363,1181,858,913,537,350,430,447,603,298,646,0,529,368,174,501,477,205,1744,174,229,317,235,181,168,154,131,180,152,206,120,136,123,202,79,45,61
1004323000,1004300000,1000000000,Sugbongcogon,Mun,2211,2412,1847,1452,1537,1395,1236,1330,848,1428,1094,2017,716,634,914,655,657,617,749,1856,1834,543,676,590,533,483,238,319,274,104,147,253,227,167,176,781,163,62,51,162,196,71,282,58,100,141,95,65,61,60,49,63,53,57,47,49,50,103,22,24,23
1004324000,1004300000,1000000000,Tagoloan,Mun,10981,14369,10181,8458,10006,9048,6536,7227,5968,7589,5466,7626,4955,4256,5238,4155,3853,3897,3751,7766,9282,3413,3838,2687,3864,3272,1736,1816,1152,480,1568,1238,897,654,838,0,788,725,598,576,837,329,444,302,407,585,522,300,289,270,202,182,242,265,180,173,170,0,102,75,137
1004325000,1004300000,1000000000,Talisayan,Mun,4501,5095,3087,2814,3171,2223,1893,2786,1554,2447,2368,3555,1425,1407,1658,1096,1363,1119,1422,3220,2557,1178,853,1008,845,727,431,700,385,196,359,509,333,201,370,0,369,139,126,357,276,130,387,99,147,253,207,126,139,115,72,78,110,142,76,85,74,182,49,41,37
1004326000,1004300000,1000000000,Villanueva,Mun,7592,8086,5398,4569,4779,4731,3527,4285,3166,4776,4255,5512,2700,2264,2813,2125,1764,2055,2162,5734,5288,1937,1680,1549,1735,1278,649,951,647,1168,1406,1059,667,333,591,0,559,1220,959,502,467,245,263,215,276,309,204,184,145,160,169,172,132,380,136,162,86,0,53,41,408
1404401000,1404400000,1400000000,Barlig,Mun,1088,904,1324,1002,1037,987,1071,833,582,736,594,656,372,572,660,413,676,511,501,527,282,455,188,301,389,333,288,302,252,236,174,129,135,220,138,39,137,87,89,256,159,92,97,78,94,76,97,31,56,65,106,125,73,31,74,69,36,26,18,22,18
1404402000,1404400000,1400000000,Bauko,Mun,7585,7387,6200,5536,5975,4697,4298,3852,3786,3853,4545,3455,1640,2811,3646,1429,3004,2680,2490,2667,1687,2166,602,1562,1883,1573,1278,1076,1158,778,1336,528,747,683,760,182,725,445,774,1076,889,452,308,511,627,320,426,166,259,261,507,726,294,161,375,383,190,111,76,80,79
1404403000,1404400000,1400000000,Besao,Mun,1180,824,1283,938,1129,953,859,715,666,659,591,598,276,616,639,263,538,488,342,480,354,430,162,271,489,409,285,235,304,217,198,76,159,196,193,33,212,83,98,197,208,125,108,117,188,97,82,45,87,103,135,137,93,33,84,88,62,28,33,24,26
1404404000,1404400000,1400000000,Bontoc,Mun,5224,3874,5342,4702,4935,3710,3783,3456,3209,2992,2690,3149,1318,2295,2680,1597,2870,1894,1913,1849,1080,1898,736,991,1784,1959,1205,814,996,715,768,385,453,648,433,111,375,215,393,690,642,269,558,366,302,309,211,106,149,163,311,513,296,154,231,231,107,88,69,59,67
1404405000,1404400000,1400000000,Natonin,Mun,1700,1294,1663,1307,1488,1239,1070,1092,705,932,845,837,401,749,880,413,711,689,507,762,525,756,201,459,636,514,343,297,346,201,320,154,216,163,260,71,276,156,113,394,273,125,136,128,181,141,163,58,121,108,144,167,131,69,119,99,70,65,44,37,43
1404406000,1404400000,1400000000,Paracelis,Mun,5608,4754,4456,3252,4193,3221,3793,2756,2197,2194,3325,1973,849,1717,2150,996,2267,1298,1329,1959,895,1935,430,1214,910,912,690,714,687,603,1386,308,602,415,418,178,495,360,256,947,590,250,264,295,327,272,433,121,252,158,312,369,304,128,249,228,123,121,77,81,53
1404407000,1404400000,1400000000,Sabangan,Mun,2414,2158,2060,1526,1806,1284,1568,1115,1292,993,1153,1108,539,703,1152,462,1128,621,764,670,418,560,213,309,484,386,319,358,298,264,279,116,210,176,137,39,133,153,106,223,182,112,153,178,126,58,70,34,53,38,123,265,62,33,79,79,26,29,17,17,17
1404408000,1404400000,1400000000,Sadanga,Mun,1629,1244,1432,1069,1346,1265,1213,995,792,937,854,780,269,695,865,392,617,555,381,758,528,737,150,484,588,693,319,309,225,207,345,110,169,163,325,69,383,155,176,444,294,141,190,144,217,139,193,82,160,175,151,122,186,97,126,96,122,68,48,28,43
1404409000,1404400000,1400000000,Sagada,Mun,1785,1440,2069,1606,1724,1405,1297,1125,917,1004,964,1010,509,833,1010,424,859,707,711,789,438,613,211,315,1035,939,404,359,344,317,225,186,160,221,173,50,178,102,105,231,255,100,235,116,111,113,85,53,58,58,128,125,111,43,75,72,44,20,20,26,34
1380100000,1380100000,1300000000,City of Caloocan,City,244557,284622,255317,240594,248476,222558,237072,161993,213369,172559,120813,164720,172505,143899,128266,128680,124937,110255,102380,83503,78451,62190,61865,45381,80193,75003,66179,41212,38858,54740,24726,20804,28418,35650,22015,0,17123,9986,9762,8864,13044,20676,9066,16556,5975,10749,4970,5121,3483,2134,6199,5455,4329,2841,4897,4450,2929,0,0,1468,926
1380200000,1380200000,1300000000,City of Las Pi?s,City,112966,112847,132534,114279,98805,124115,113338,76389,91060,86889,50044,73713,79226,74319,57459,92385,57000,59203,62486,52839,43411,35691,55261,21179,42170,40863,27408,16266,36857,28169,13157,12343,10591,32599,15475,0,7472,3660,5240,4499,6413,11370,5073,8441,2666,6316,2502,2398,1713,1092,3045,2798,2395,1786,2026,2059,990,0,769,1035,538
1380300000,1380300000,1300000000,City of Makati,City,133621,162716,164644,161993,153736,143834,151240,96468,107912,131398,49874,110563,119246,102248,95216,88294,99005,80645,82247,59224,59958,51468,57718,27196,37949,35725,53920,36793,30275,31527,23506,17866,11459,28915,22872,0,18415,5768,8460,4353,5568,13872,12772,8718,3036,5375,2742,3607,1817,1348,3355,4050,3344,2681,2337,2210,1552,0,0,1185,681
1380400000,1380400000,1300000000,City of Malabon,City,80290,92428,75998,70611,77910,67076,68992,48918,71457,52176,39407,44943,51804,39986,40564,41945,36583,32088,30494,24995,23657,23000,18603,13973,23303,20873,19829,13385,12009,15899,6257,6204,8160,10320,6824,0,6142,2454,2912,2789,3328,6637,2903,5151,1743,2349,1669,1881,1532,772,1916,1562,1121,1087,1416,1458,1242,516,466,463,304
1380500000,1380500000,1300000000,City of Mandaluyong,City,71463,82978,78534,78549,72411,67470,70585,50777,61713,58897,32202,52322,58357,47213,39082,39468,41004,43293,30993,24360,29866,23897,24019,12534,22432,20537,21470,14026,13041,16531,9764,8767,6683,11983,10194,0,6116,3125,4206,2088,3414,6603,3597,4685,1545,2197,2155,1903,1070,657,1677,1640,1461,1170,1208,1137,504,589,444,584,322
1380600000,1380600000,1300000000,City of Manila,City,365443,435838,402840,389133,379238,342146,395891,241868,319450,288316,179884,253705,272355,234191,201653,207668,220562,174772,174505,123282,138390,95873,153713,57855,120375,120348,106020,71171,63937,87035,41500,39390,35513,59227,42387,0,23149,12126,15310,10634,18187,32270,16853,22481,9535,13766,6380,8182,5985,4800,8566,7624,7370,4720,7315,6048,2869,0,0,2210,0
1380700000,1380700000,1300000000,City of Marikina,City,77790,86633,90396,95088,78301,81637,77029,62041,69342,64635,38357,65594,72545,59185,45492,44968,47534,50343,37110,34131,42190,31458,32361,13696,27583,24767,24991,15728,17377,18454,11242,13332,7511,15840,14388,0,5955,4391,4538,2390,3500,9424,4352,6520,1794,3110,1657,1521,1306,665,2021,2034,1762,2059,1541,1423,526,664,570,863,340
1380800000,1380800000,1300000000,City of Muntinlupa,City,95022,110896,101698,102369,93750,102014,84145,70020,81656,72693,49252,66544,69225,132736,51871,55511,52111,48722,47941,33891,36569,30785,28631,17938,30121,26383,22929,15827,20473,20446,10848,10711,8694,15329,12520,0,5873,2779,3955,3283,4430,7736,3744,5593,2386,3174,2123,1869,1692,1021,2234,2210,1965,1744,1678,1594,814,870,758,735,386
1380900000,1380900000,1300000000,City of Navotas,City,56842,68073,44909,46823,54534,39608,50098,29615,45220,36461,26961,26353,27798,22250,32251,23500,21118,16107,25246,15285,12973,11195,10413,9123,14090,12878,19397,15389,6473,9606,3080,3110,6530,6323,4399,0,10816,1600,1384,1825,2254,4107,1497,2968,1362,1317,1065,1389,858,452,1371,1106,699,705,1082,1062,472,264,298,254,230
1381000000,1381000000,1300000000,City of Para?que,City,100005,111295,110888,113810,99519,101556,88690,77395,83597,84405,48856,76967,81452,76750,58343,60080,59193,62993,46349,40515,46657,42100,38213,23175,27412,26758,26577,19065,26207,27521,14346,15112,10391,20030,18403,0,8331,4317,5668,4075,6061,9625,5019,6504,2533,4628,2325,2589,2241,1261,2412,2842,2624,2258,1823,1711,892,0,987,869,612
1381200000,1381200000,1300000000,City of Pasig,City,134472,155655,147897,151128,137574,137754,126583,98552,114293,107254,63832,103184,113610,93973,78206,78260,78424,79096,66839,50672,61582,52944,46112,24554,41635,38174,36304,27497,24984,30710,15123,19467,12936,26855,21700,0,9973,5038,6253,4259,6056,12566,7968,8990,3514,5756,2719,3180,2266,1485,3442,3368,2847,2228,2641,2484,1120,962,817,955,588
1381400000,1381400000,1300000000,City of San Juan,City,24914,39975,34070,32525,33522,27438,32292,19585,21965,26571,10841,21961,23988,20241,18659,15649,19792,16628,15662,9295,12389,11173,11916,4789,7916,7192,11406,8826,5620,6043,4347,4405,2265,5925,5332,0,4468,1306,1605,713,1134,3355,1618,2078,771,1061,501,981,376,270,763,893,731,689,571,540,177,254,234,296,106
1381500000,1381500000,1300000000,City of Taguig,City,102797,126022,107793,105070,105980,112660,97211,70243,85631,77452,50888,71331,71124,71468,58244,60005,57476,53172,52597,42165,37966,31632,31400,22654,27844,24674,28033,19995,20998,22904,10630,11774,12120,16910,12739,0,8646,2774,4078,4357,5420,8405,8256,6075,3594,3821,2491,2356,1729,2155,2936,2568,1882,1322,2698,2758,869,702,719,635,547
1381600000,1381600000,1300000000,City of Valenzuela,City,120270,130332,118750,112272,109390,106255,100629,75504,101752,80534,63422,78116,76539,67242,58176,65055,55562,51824,45693,41508,37728,27249,29558,21096,32639,30225,28104,18478,19773,22796,9355,10044,11349,21889,9252,0,6368,3515,5155,4219,5236,9670,4017,7631,2388,4062,2542,2283,1949,921,2426,2168,2271,1294,2057,1876,930,664,608,599,493
1381100000,1381100000,1300000000,Pasay City,City,96104,115891,100234,96658,95007,86722,97301,62212,79028,71869,45181,66438,69214,61280,53519,57823,53586,48767,50892,38305,33749,26705,33133,18047,24682,24259,25572,18374,20588,21640,10205,10182,9739,15053,10133,0,6186,3076,3933,3225,4657,7928,5026,5784,2510,3762,1931,2007,1436,1270,2662,2359,1725,1396,1957,1925,826,679,738,743,456
1381701000,1381700000,1300000000,Pateros,Mun,13555,15733,14581,14453,13507,15627,12773,9890,11822,10788,6070,9394,11089,8734,7762,8113,7180,8235,6124,4909,5118,4155,4183,2219,4306,3514,3655,2694,2539,2926,1346,1606,1204,2337,1523,483,843,347,545,416,478,1134,1420,738,218,436,228,264,203,103,250,224,196,179,197,180,89,83,60,81,55
1381300000,1381300000,1300000000,Quezon City,City,374004,455245,448506,447727,407661,380704,410654,298463,330807,315491,185099,313354,324440,288197,215615,205214,249140,229619,185185,137800,167997,147002,142244,72899,132098,121445,121345,77349,73917,87449,60956,54469,42115,72434,69388,0,37073,20288,25246,12171,17751,38113,22203,30224,9360,14407,9031,9538,5378,4389,9612,10344,12115,7464,8017,6650,2883,0,0,3996,0
604505000,604500000,600000000,Calatrava,Mun,12042,8287,8687,8593,9038,5766,5435,9025,6598,7929,5358,5757,3465,4604,4022,3466,3446,3404,1890,3523,3650,5551,1137,3977,1438,1430,1079,2552,1369,1613,2047,1411,990,675,1527,299,1189,1871,354,978,765,353,420,338,532,445,717,501,476,460,274,239,338,410,219,264,316,169,151,126,110
604506000,604500000,600000000,Candoni,Mun,2421,1552,2238,1833,1411,1439,928,1341,753,1251,923,976,650,861,706,630,573,583,514,1043,570,1964,240,603,546,469,180,829,298,117,112,192,226,165,220,79,206,96,67,224,189,100,300,111,98,93,92,47,92,75,76,61,97,57,57,58,68,25,39,28,26
604507000,604500000,600000000,Cauayan,Mun,13333,7718,12166,9309,7310,8744,6084,8016,3879,7583,4609,5891,4387,4223,4322,4934,3806,3560,3738,6621,3097,9333,1659,3577,3203,2522,960,3025,2611,571,585,1129,1025,1822,1630,350,1372,732,353,1140,1044,467,369,493,552,580,624,238,541,611,324,305,423,336,233,310,377,207,188,198,116
630200000,630200000,600000000,City of Bacolod,City,89724,73674,119440,131243,75672,87671,58012,91202,53880,98312,43428,86342,81129,69177,47392,55337,58112,54815,33432,41332,49944,75763,21513,29440,24709,20095,16711,39524,16595,7719,7087,21663,6033,11589,22452,0,9413,3030,3032,5005,5103,5683,3566,4676,2598,3600,4047,1915,2386,1729,2436,2368,2917,2012,1948,1648,1198,954,992,781,783
604502000,604500000,600000000,City of Bago,City,29834,23096,33564,33076,22825,23285,17480,25980,14778,24552,15345,21962,17919,18230,13808,11881,16280,13622,9440,10480,12459,17359,3544,7959,5449,4868,3396,7213,3581,1730,1586,5756,2180,2231,5447,0,2917,1009,729,2085,1688,1220,943,935,1017,1042,1477,731,1093,868,667,583,752,733,560,510,792,406,336,272,350
604504000,604500000,600000000,City of Cadiz,City,25959,21351,21068,21847,15922,15610,11234,16088,10225,16530,13314,13885,9268,9848,8193,6807,7315,7458,5502,9082,7670,19877,2627,7231,4788,3679,2745,3562,2925,1063,1252,2724,2138,1346,2932,664,2230,1164,584,1722,1571,1305,595,898,930,864,1072,1030,833,738,661,578,576,649,519,559,553,310,258,198,210
604509000,604500000,600000000,City of Escalante,City,15257,9357,10803,11608,9694,8347,4041,9465,6120,9730,7320,6888,5304,5546,4706,4113,3595,4288,2493,4949,4994,5710,1499,4642,5510,4157,1291,1930,1488,1223,1543,1728,1028,980,1760,609,1239,539,400,1083,1169,433,342,498,484,475,601,520,472,436,344,272,319,353,228,249,246,209,171,149,99
604510000,604500000,600000000,City of Himamaylan,City,20235,13534,18600,16309,12695,13535,8228,13829,7723,13034,10031,10576,8764,8287,6739,6695,6872,6466,4694,6258,5679,11821,1938,5010,4887,4045,1883,12447,1896,1643,1557,2352,1591,1319,2377,471,2024,1438,719,1379,1428,770,582,660,805,651,819,448,787,673,509,464,499,539,422,446,475,245,232,182,196
604515000,604500000,600000000,City of Kabankalan,City,26729,20670,26802,24991,18356,19056,13080,19456,10751,19646,12728,14854,12988,11912,11139,8123,9590,9818,6193,10371,8402,33063,2852,8411,5190,4894,2889,8355,3488,2405,2460,3457,2688,1885,3877,778,2929,1351,1139,2941,2489,1056,1012,1095,1224,1308,1483,744,1182,1059,1117,699,876,947,653,698,694,484,475,402,339
604516000,604500000,600000000,City of La Carlota,City,15335,11353,18375,16855,11778,13599,12479,13185,8637,13368,6945,10680,9926,8078,6202,8598,7271,6331,6053,5127,5226,9049,5091,4256,2921,2547,1525,4506,2975,1177,2346,2621,870,1162,2357,418,1200,580,517,717,699,604,729,568,430,671,429,283,453,414,323,252,329,250,290,258,245,153,135,116,126
604523000,604500000,600000000,City of Sagay,City,24127,19587,19896,21680,16478,12574,9180,14898,10392,16513,10512,13443,11266,13290,7630,7570,6644,7889,3873,6965,8918,12581,2012,6442,3018,2596,2326,3296,2431,867,1685,3337,1545,1236,3638,0,2175,2184,581,1436,1118,670,564,472,858,660,1162,714,880,854,439,361,507,598,300,405,531,237,363,191,179
604524000,604500000,600000000,City of San Carlos,City,26666,21201,21901,25062,21725,13644,13459,23857,16237,21476,10164,13014,9434,12153,14115,11127,6966,8686,4693,7671,9106,19275,2789,8654,2324,2099,2725,3898,2638,1391,2409,3710,1170,1491,4263,566,2376,1247,745,1539,1003,646,961,521,991,706,1141,1108,985,1004,445,435,637,652,426,441,576,311,254,220,178
604526000,604500000,600000000,City of Silay,City,22588,20183,26467,29855,17844,20079,13504,19177,11331,21055,12040,17884,17100,14659,11889,11166,13091,12281,7582,9017,13223,16474,4160,6749,5936,4239,2598,6263,3424,1953,1592,5605,1362,2045,5907,0,2666,1291,787,1066,1169,891,755,585,699,900,704,599,818,645,430,487,676,555,357,352,402,242,212,209,195
604527000,604500000,600000000,City of Sipalay,City,11462,8941,10016,9569,7419,8365,5589,6340,7179,6853,4535,4991,3123,3889,3635,3590,4771,2574,5300,4582,2286,6155,1049,2943,2226,2027,928,2793,1240,900,535,693,874,796,1036,299,1104,1261,233,840,765,339,253,339,410,387,496,204,395,358,318,220,284,293,210,236,222,149,133,107,94
604528000,604500000,600000000,City of Talisay,City,20486,17742,22522,25001,14999,15988,11143,16899,11195,19290,9888,14898,14396,12781,9402,9057,10003,9300,5489,7314,9109,15421,2890,5940,5557,3246,2994,6159,3213,1201,1232,3474,1111,1664,3608,0,1955,602,522,948,956,810,568,553,621,590,582,446,630,539,373,406,640,430,305,323,332,198,219,151,166
604531000,604500000,600000000,City of Victorias,City,17312,17385,19886,23214,15050,14005,9178,16503,8670,16275,8511,14914,13331,12109,8582,7735,10144,9144,5623,6371,13040,16342,2819,4536,4236,3357,2229,4699,2450,1215,928,5682,1063,1425,4743,979,1885,534,432,868,834,590,668,485,351,676,560,318,501,394,255,441,581,340,275,185,298,361,144,136,140
604508000,604500000,600000000,Enrique B. Magalona,Mun,11662,11786,13014,14338,11003,8807,6123,10657,4971,10263,5830,8252,7425,7236,5362,5152,5680,5704,3709,4031,6752,9519,1357,3344,2798,2112,1279,2783,1670,604,574,2976,827,807,3181,0,1473,755,256,599,566,352,315,277,349,401,420,269,644,404,186,224,247,303,163,175,245,136,107,97,102
604511000,604500000,600000000,Hinigaran,Mun,16583,12996,17963,16754,11912,12603,8512,13647,7885,12843,7749,10485,10062,8074,6769,7066,9563,6575,4307,6545,6060,9559,1844,4210,2946,2518,1744,12671,2129,1727,1263,2602,1318,1155,2491,872,1467,999,443,1042,824,744,547,685,562,580,570,378,624,433,440,360,350,366,330,331,266,241,193,146,149
604512000,604500000,600000000,Hinoba-an,Mun,7478,5477,6779,5734,4501,4716,2739,4540,2982,4587,4014,3663,1963,2676,2222,1876,2305,1877,1871,2519,1641,4660,818,2315,1299,974,644,1642,1256,633,416,548,929,446,731,178,732,400,198,653,540,270,321,254,307,395,406,164,282,301,237,163,255,243,157,184,174,132,105,106,87
604513000,604500000,600000000,Ilog,Mun,8921,6500,9512,8614,6354,6628,3936,7044,3604,6703,4235,5111,4459,4041,3572,2876,3370,3514,2294,3498,2830,9427,838,2688,1351,1161,872,2594,1716,568,421,1206,854,675,1166,302,820,327,189,787,548,388,251,525,365,309,437,204,333,281,285,245,232,226,208,228,188,118,119,85,82
604514000,604500000,600000000,Isabela,Mun,10972,7801,9958,9069,6925,7049,4210,8664,5528,7510,6647,6027,5090,4943,3534,3189,3684,3521,2555,3604,3310,5297,1268,2965,1826,1556,1158,6823,1097,645,671,1434,1005,740,1482,542,1094,1631,393,733,677,385,433,271,434,475,463,275,629,370,204,289,285,329,258,237,269,175,142,112,131
604517000,604500000,600000000,La Castellana,Mun,12886,9474,11374,9950,8156,7648,5264,8532,6544,8428,6478,6473,5028,4471,3914,3355,3498,3544,2549,4324,3073,5408,1442,3487,2138,1906,1367,13087,1490,853,811,1292,1092,701,1319,424,1113,982,523,1061,780,427,439,656,455,488,471,266,608,427,393,279,317,338,251,273,258,198,169,143,159
604518000,604500000,600000000,Manapla,Mun,9392,7301,9055,8872,6045,5718,4563,6757,3543,6387,4811,5495,4773,4478,3349,2995,3429,3418,2088,2835,3602,6072,1036,2273,2016,1559,890,1702,838,538,408,1523,605,532,1390,382,771,3081,241,429,478,256,263,238,239,296,252,181,342,238,172,160,185,178,157,133,173,97,99,74,74
604519000,604500000,600000000,Moises Padilla,Mun,6623,4903,5660,4836,4352,3639,2647,4507,4004,3902,3235,3176,2036,2192,1899,1618,1711,1686,1464,1939,1601,2913,498,1701,941,779,514,9017,545,502,655,588,414,376,652,0,680,922,443,387,361,187,225,233,250,223,286,182,304,233,99,118,138,210,83,117,143,77,99,82,68
604520000,604500000,600000000,Murcia,Mun,15914,13383,15691,15705,11601,11166,8528,12672,6566,12329,9235,11120,8496,7305,6074,8128,7844,5812,5070,6044,6181,10389,2068,4451,3657,2998,1850,3844,3410,788,775,2414,1148,1460,2164,762,1684,499,447,1001,1019,528,598,610,473,653,531,380,654,471,322,245,417,447,217,230,289,227,190,188,156
604521000,604500000,600000000,Pontevedra,Mun,11887,9421,13711,10787,8944,10047,8236,8773,5946,8482,4993,7005,6062,5251,4416,7201,4533,4097,3066,4926,3315,6233,2616,2870,1789,1623,1156,3828,1480,703,1690,1518,688,854,1455,373,955,1701,250,668,513,360,330,302,439,482,804,202,323,214,203,208,249,214,171,168,204,136,132,97,90
604522000,604500000,600000000,Pulupandan,Mun,7796,8080,8201,7047,6120,5860,3438,5401,2763,6383,3698,4338,4467,3385,3116,3925,4770,2557,3931,2091,2280,4604,931,1737,1417,964,652,2689,728,403,701,1032,386,417,1169,0,1715,637,125,309,241,265,674,134,131,238,326,565,164,98,90,86,132,124,92,75,90,65,45,32,52
604525000,604500000,600000000,San Enrique,Mun,5441,4593,6274,5593,4018,4226,3684,4133,2038,4180,2283,3497,3165,2751,2067,2751,3271,2054,2372,2118,1813,3359,1695,1332,1368,1068,557,1630,1433,312,302,865,277,701,747,135,403,141,115,208,263,152,117,137,127,231,164,86,125,98,82,56,93,98,63,36,81,48,42,32,46
604529000,604500000,600000000,Toboso,Mun,5636,3538,3945,3962,3412,2792,1791,3376,2089,3446,2445,2431,1622,1920,2168,1573,1404,1458,896,1534,1564,2359,561,1760,1539,1223,532,627,497,195,346,527,417,301,581,202,577,282,188,450,446,143,256,291,223,207,253,246,236,281,118,134,178,172,77,123,131,109,77,48,48
604530000,604500000,600000000,Valladolid,Mun,8924,8633,9519,8006,7081,6211,4241,5925,3216,6585,3820,4690,4172,3593,4098,3560,4350,2663,2937,2679,2234,3791,1126,1914,1306,1064,1573,2931,930,425,321,963,406,616,899,836,1285,358,112,381,291,222,161,139,153,249,200,719,194,114,105,100,166,139,100,85,119,67,74,46,56
704601000,704600000,700000000,Amlan,Mun,4761,2726,4206,4006,3683,3241,1760,4076,2441,3913,2226,3119,2288,2243,2009,1606,1420,1941,916,1900,2251,1586,527,1590,509,474,466,524,710,456,703,765,351,305,717,146,431,321,297,828,243,127,171,83,140,129,170,163,120,130,83,101,135,102,77,87,71,54,41,36,41
704602000,704600000,700000000,Ayungon,Mun,5875,4147,3928,4626,3615,2899,2164,4544,3018,3333,2636,4080,2259,3271,1774,1454,1961,1994,1417,2630,3562,2802,791,1871,1096,927,652,828,817,443,473,1537,614,474,1859,715,955,411,347,686,606,317,268,262,451,276,332,260,361,382,262,262,200,351,196,263,181,191,122,103,101
