adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,revilla_bong,estrada_jinggoy,defensorsantiago_miriam,drilon_frank,enrile_juanponce_sr,cayetano_pia,marcos_ferdinand_jr,recto_ralph,sotto_tito,osmena_serge,lapid_lito,guingona_teofisto_iii,hontiveros_risa,biazon_rozzano_rufino,devenecia_jose_iii,remulla_gilbert_cesar,lim_danilo,roco_sonia,querubin_ariel,pimentel_gwendolyn,acosta_nereus_jr,lacson_alex,tamano_adel,osmena_emiliomario,maza_liza,ocampo_saturnino,tatad_francisco,lozada_jose_apolinario_jr,mitra_ramon,langit_rey,bello_silvestre_iii,lao_yasmin,papin_imelda,ople_susan,bautista_martin,plaza_rodolfo,bautista_jv,guico_ramon_jr,lambino_raul,villanueva_hector,ocampo_ramoncito,inocencio_ma_katherine,palparan_jovito_jr,tinsay_alexander,alonto_zafrullah,tamayo_reginald,espinosa_nanette,maambong_regalado,david_rizalito,albani_shariff,virgines_israel,paredes_zosimo,sison_adrian,imbong_jo_aurea,princesa_reynaldo,nikabulin_adz,caunan_henry,valdehuesa_manuel_jr,tarrazona_hector,rinoza_plazo_maria_gracia,lood_alma
1400112000,1400100000,1400000000,Langiden,Mun,1036,1063,716,475,739,446,1253,408,638,303,502,207,164,121,379,198,261,129,423,201,77,128,77,93,104,87,100,83,54,47,70,20,63,46,24,11,36,33,22,39,23,9,22,11,12,24,18,14,20,5,7,35,8,11,4,3,3,5,4,5,3
1400113000,1400100000,1400000000,Licuan-Baay,Mun,1134,1462,904,593,893,675,1388,542,666,473,652,425,193,407,533,219,332,278,421,401,228,398,130,243,286,256,236,201,159,182,137,42,145,114,99,32,132,83,62,120,125,41,90,43,48,70,84,55,63,63,41,100,63,56,31,27,42,20,26,27,16
1400115000,1400100000,1400000000,Malibcong,Mun,854,944,695,439,609,586,834,389,485,314,498,295,165,436,400,152,296,201,341,304,152,328,72,175,742,584,171,145,115,245,93,28,115,104,91,32,105,100,47,136,155,35,42,32,55,63,80,21,71,73,31,78,75,47,32,27,47,22,23,12,22
1400116000,1400100000,1400000000,Manabo,Mun,3052,3322,2422,1529,2330,1612,3465,1401,1860,1086,1668,806,481,663,1308,524,909,402,1373,743,370,572,272,413,273,318,438,296,255,265,257,63,384,167,143,45,211,170,108,191,138,81,88,94,120,92,165,74,139,54,84,152,89,71,74,76,57,37,27,28,20
1400117000,1400100000,1400000000,Pe?rrubia,Mun,2090,2145,1509,919,1459,1016,2293,885,1417,636,1118,476,383,410,815,461,531,306,819,454,202,359,237,261,161,210,246,167,120,127,202,34,180,98,89,34,81,133,62,103,63,38,53,41,37,57,52,38,36,31,25,67,44,37,32,23,26,13,20,11,13
1400118000,1400100000,1400000000,Pidigan,Mun,2965,2678,2280,1522,2077,1394,3757,1256,1819,927,1511,740,584,576,1053,689,841,412,1376,584,279,502,372,261,184,244,311,167,151,184,281,57,257,124,78,64,85,85,54,114,51,27,81,42,24,59,38,29,58,17,18,46,47,20,14,20,20,11,16,14,8
1400119000,1400100000,1400000000,Pilar,Mun,2331,2235,2088,1282,1985,1310,3710,1085,1249,895,1317,612,462,499,954,690,615,277,896,536,222,421,235,298,152,228,366,150,231,322,659,43,174,110,104,23,117,359,171,117,72,42,45,41,34,71,45,41,47,35,31,78,58,28,19,19,30,17,15,12,16
1400120000,1400100000,1400000000,Sallapadan,Mun,1981,2179,1417,989,1443,1027,2198,936,1063,665,1275,610,299,509,762,336,552,295,648,507,162,574,168,324,401,379,327,229,244,182,198,48,263,125,108,32,121,158,143,169,143,33,97,52,51,68,119,56,79,30,39,118,65,32,33,32,39,33,16,17,18
1400121000,1400100000,1400000000,San Isidro,Mun,1012,910,595,436,622,398,1053,367,486,294,512,197,115,161,333,203,219,146,327,200,126,187,71,124,71,102,119,77,47,96,111,25,72,37,43,10,46,77,55,45,33,15,32,14,22,16,22,16,31,13,11,33,22,21,10,7,17,13,6,4,7
1400122000,1400100000,1400000000,San Juan,Mun,2852,2858,2382,1774,3409,1632,3523,1471,1615,1075,1579,986,552,709,1131,629,889,420,1136,669,310,498,392,357,204,239,336,274,221,244,421,76,249,184,181,32,192,213,60,133,98,38,84,49,47,91,72,48,66,53,41,86,52,39,43,35,35,21,16,11,11
1400123000,1400100000,1400000000,San Quintin,Mun,1280,1231,1026,663,1053,719,2143,568,550,410,624,303,346,291,419,370,489,140,792,264,134,206,126,129,119,135,134,93,77,74,191,28,100,64,40,27,39,55,52,44,37,32,34,22,19,31,22,21,30,12,18,45,18,9,12,15,9,9,7,9,3
1400124000,1400100000,1400000000,Tayum,Mun,4060,4012,3070,2001,2937,1966,4313,1787,2633,1372,2071,1102,831,802,1571,882,1325,578,1501,771,391,627,497,461,321,473,479,336,273,193,365,98,290,183,117,53,174,165,106,133,110,71,121,88,66,91,85,76,125,67,46,93,86,64,35,40,46,29,27,18,13
1400125000,1400100000,1400000000,Tineg,Mun,475,775,386,230,372,266,681,166,241,158,229,141,77,132,177,107,192,81,251,155,61,146,39,74,121,118,58,75,76,52,49,20,59,45,33,5,49,35,28,43,35,22,30,12,23,18,20,14,20,31,10,21,18,21,10,13,12,12,8,6,9
1400126000,1400100000,1400000000,Tubo,Mun,1669,1634,1222,933,1201,961,1732,649,739,717,1178,577,164,466,768,322,452,307,608,574,260,486,158,316,489,500,397,252,259,452,533,47,187,145,118,40,153,487,258,220,214,53,88,56,82,68,129,56,115,52,141,127,55,42,47,37,44,38,19,13,28
1400127000,1400100000,1400000000,Villaviciosa,Mun,1547,1573,1299,805,1122,891,1996,634,802,554,920,423,212,378,610,369,331,188,502,392,142,319,118,211,149,181,190,152,173,113,228,19,173,115,55,23,72,150,47,132,70,25,50,39,50,48,66,30,39,39,37,106,24,30,26,31,18,17,11,7,17
1600201000,1600200000,1600000000,Buenavista,Mun,11668,10530,10289,8929,9329,7176,5577,7964,4792,8844,6421,9713,5377,5232,3881,3417,3127,2790,2445,4812,4123,2863,1934,3470,2744,2058,1008,1483,1225,597,854,1173,1189,748,1077,0,903,1950,334,1212,1034,556,491,466,562,472,523,337,547,247,527,403,268,264,322,381,201,253,103,101,84
1630400000,1630400000,1600000000,City of Butuan,City,46885,46382,51064,53340,49200,39575,33595,43768,25317,43244,39033,47894,30035,34504,20550,19644,20896,23896,13665,29088,30756,21100,19422,15527,23711,13097,6915,7195,11266,4171,13033,8670,3629,8975,6523,0,3979,7774,7173,3661,4469,3026,2420,2210,2367,2671,1563,1457,1297,1259,1942,1489,1195,1782,1423,1395,835,818,521,647,606
1600203000,1600200000,1600000000,City of Cabadbaran,City,19958,9695,10774,8473,15413,7329,10236,7684,4228,7893,15155,13517,12143,4719,4032,4001,3487,3318,2763,10838,12998,2787,2543,3005,2949,2176,983,1460,1075,7788,9582,1238,763,786,1173,0,771,7477,6680,887,869,526,384,414,658,460,422,297,359,344,370,318,220,263,201,289,169,130,89,121,115
1600205000,1600200000,1600000000,Jabonga,Mun,6281,2841,2857,2141,2188,1957,1421,2190,1433,1733,5424,2247,1042,1312,924,881,776,811,605,1298,1249,770,558,828,1441,1032,246,393,262,3022,3212,336,426,171,289,0,223,2978,2696,245,340,149,109,120,168,127,133,113,116,98,202,105,70,119,106,112,68,50,39,43,39
1600206000,1600200000,1600000000,Kitcharao,Mun,4761,2415,2462,2079,2101,2013,1323,1938,1296,1667,3528,1998,1034,1224,891,1019,611,796,602,1199,1120,772,439,813,1294,936,206,316,270,689,945,230,289,285,225,0,184,1807,616,260,362,174,137,151,176,138,127,168,95,89,167,118,61,93,101,130,58,41,32,26,25
1600207000,1600200000,1600000000,Las Nieves,Mun,5475,4325,4277,3205,3431,2823,1780,3369,1878,3467,3389,3230,1651,1759,1663,1365,946,1187,809,2443,1627,1539,724,1802,1198,949,368,496,500,394,546,493,628,254,729,0,676,464,296,546,411,140,154,138,166,233,344,110,234,185,135,272,172,213,114,85,121,105,78,78,41
1600208000,1600200000,1600000000,Magallanes,Mun,6669,4822,4839,4586,6517,3896,2385,3969,2494,3839,3304,4183,2655,2703,1933,1748,1635,1721,1665,2298,2118,1490,805,1616,1187,852,517,659,536,396,443,654,496,338,436,0,392,494,251,415,385,248,156,225,298,219,170,122,148,116,213,232,118,147,177,180,95,79,51,61,48
1600209000,1600200000,1600000000,Nasipit,Mun,11787,8114,8192,7313,6786,6460,4308,6220,3690,6795,5266,6658,4289,4088,3880,3212,2852,2509,2261,3976,3017,2366,2243,2698,2050,1408,971,1018,1669,883,1147,1005,797,760,681,0,582,811,530,717,640,355,322,324,387,874,346,344,214,179,299,247,216,219,222,221,118,113,69,57,92
1600212000,1600200000,1600000000,Remedios T. Romualdez,Mun,3860,2987,3052,2559,2311,2171,1723,1962,1237,1915,2175,1870,1424,1137,1011,1360,822,770,1002,1816,1132,819,795,931,1213,807,294,361,699,502,516,273,302,371,230,0,223,388,329,381,378,168,106,133,151,177,160,70,110,97,150,142,85,117,95,126,48,46,50,31,32
1600210000,1600200000,1600000000,Santiago,Mun,2477,1904,1916,1434,1493,1305,1068,1372,795,1169,1441,2753,878,959,576,624,958,502,506,2088,929,485,1614,442,757,512,156,247,169,224,351,190,194,117,185,0,150,1732,206,551,183,86,155,736,100,858,90,89,75,82,250,53,50,75,40,60,45,40,737,36,20
1600211000,1600200000,1600000000,Tubay,Mun,3014,2072,1903,1775,1518,1282,854,1486,791,1273,1749,1445,1015,1061,684,805,675,583,435,732,1049,682,288,513,548,359,153,200,154,330,459,222,239,131,202,0,190,478,300,156,171,120,79,150,137,84,52,38,43,38,88,88,94,29,77,73,28,23,60,17,14
1600302000,1600300000,1600000000,Bunawan,Mun,7285,5465,4924,3939,4245,3591,3174,3741,2843,2585,5685,3148,1443,2338,1696,1637,990,1287,1012,1444,1287,1257,678,1170,984,886,424,607,496,1813,2626,312,434,288,364,0,345,2510,1747,544,389,237,144,152,141,225,147,106,149,110,160,594,126,159,98,133,75,87,63,62,43
1600301000,1600300000,1600000000,City of Bayugan,City,17080,17139,14846,12433,14857,10872,8658,10833,6270,11253,10758,10615,5371,7359,6008,5038,4862,4339,4651,6464,6079,4846,2336,4592,4315,3090,2200,2272,1194,1569,2626,1490,1252,720,1285,0,1587,1645,1311,1352,1253,474,494,419,606,647,623,423,376,351,796,1376,448,329,313,304,200,219,139,160,114
1600303000,1600300000,1600000000,Esperanza,Mun,11631,6025,5608,4562,6937,3679,4970,4337,2410,3888,9217,3878,1683,3026,2094,1741,1476,1774,1542,2226,2383,2282,821,1873,2350,1956,2347,876,611,4752,5561,804,1105,359,917,0,749,5288,4549,773,802,329,1814,316,445,295,439,224,328,287,360,816,210,261,236,319,167,134,146,142,85
1600304000,1600300000,1600000000,La Paz,Mun,3485,2625,1942,1320,2126,1434,1416,1421,894,1413,2274,1242,591,756,872,910,656,596,607,763,728,742,432,631,974,676,318,359,315,448,669,194,428,204,210,0,265,414,378,371,315,165,131,167,174,167,147,95,134,107,226,478,93,123,98,119,64,61,51,36,34
1600305000,1600300000,1600000000,Loreto,Mun,5402,4046,3715,2270,3075,2445,1821,2118,1401,2076,3324,1835,796,1219,1438,1327,944,888,1184,1406,951,1083,596,953,967,826,523,980,477,878,1333,257,622,274,279,0,337,762,690,448,412,167,174,156,197,266,215,165,180,127,193,659,127,147,101,138,91,84,76,74,53
1600306000,1600300000,1600000000,Prosperidad,Mun,12171,10052,9188,7313,8368,6317,5231,7084,3876,6358,7390,6138,3098,4301,3546,3286,2263,3123,2421,3071,3882,3197,1353,2911,2178,1916,1148,1377,955,1479,2095,1193,1474,539,1230,0,888,1505,1153,1291,1231,713,435,602,788,475,416,352,346,423,817,1134,287,326,412,513,195,194,133,160,86
1600307000,1600300000,1600000000,Rosario,Mun,6958,6348,4967,3548,4448,3684,3018,3427,2404,3074,5049,2935,1600,2244,1818,1814,1293,1256,1569,1705,1412,1500,734,1408,1099,961,719,809,522,932,1303,427,620,270,418,0,449,967,768,535,415,212,214,185,205,262,221,191,227,167,172,670,186,160,124,135,96,94,77,78,42
1600308000,1600300000,1600000000,San Francisco,Mun,11522,10723,9632,7763,8778,6937,5886,6703,4126,6355,7839,5963,3698,4785,3952,3202,2642,2630,2880,3126,2920,2600,1708,2397,1777,1642,1768,1390,798,1502,2638,803,976,557,760,0,704,1419,1177,960,848,631,375,514,532,362,295,245,288,214,608,1214,286,180,327,414,152,132,96,130,82
1600309000,1600300000,1600000000,San Luis,Mun,5170,3207,2879,2185,3204,1994,1645,2384,1136,1872,3517,1918,895,1593,1072,1030,665,1046,759,1062,1460,1323,437,826,2172,1817,529,434,383,1035,1370,495,686,242,501,0,335,1187,942,567,557,260,225,270,343,204,157,179,172,158,327,393,146,170,169,225,82,81,92,65,35
1600310000,1600300000,1600000000,Santa Josefa,Mun,5790,5005,4447,3127,3552,2644,2489,2723,1594,2690,3484,2180,2068,1712,1779,1360,1328,1142,1029,1361,1344,1257,511,1157,1152,869,998,692,448,1259,1297,354,418,221,345,0,384,969,727,419,350,172,262,143,140,184,149,111,173,103,158,465,113,124,88,104,66,70,76,51,24
1600314000,1600300000,1600000000,Sibagat,Mun,5400,3775,3582,2394,3077,2528,2036,2496,1450,2704,3856,2158,1033,1695,1350,1054,919,986,883,1618,1177,1134,641,1269,1533,1192,519,579,498,983,1193,316,667,245,410,0,393,1008,887,512,485,218,156,186,266,216,260,179,165,110,220,455,132,116,129,163,55,90,69,69,38
1600311000,1600300000,1600000000,Talacogon,Mun,6310,5528,4476,3189,5249,2926,2374,3134,1722,3100,3506,2815,1560,1774,1797,1837,1186,1435,1366,1512,1502,1514,688,1353,1425,1094,669,722,542,600,772,428,770,294,462,0,423,605,450,625,542,333,245,286,335,252,228,172,219,156,405,643,171,159,221,238,106,97,85,83,35
1600312000,1600300000,1600000000,Trento,Mun,9302,8679,7214,5298,6980,5311,4320,5021,3339,4877,6020,3910,2667,3067,2871,3014,2128,2170,2343,2677,2341,2046,1400,1960,3473,2620,1260,1159,954,1277,2127,596,764,1032,607,0,627,1810,1028,792,884,421,350,314,338,433,300,277,293,212,337,996,186,262,208,235,155,151,126,127,75
1600313000,1600300000,1600000000,Veruela,Mun,7772,5368,4829,3537,4970,3149,3973,3309,2269,2481,5334,2730,1077,3046,1438,1292,986,1043,693,1599,1141,1220,440,1089,920,838,1327,643,403,1840,2653,285,476,245,367,0,386,2177,1523,467,373,120,148,121,184,175,198,129,221,125,137,724,122,207,74,103,80,81,80,67,51
600402000,600400000,600000000,Balete,Mun,5565,4163,4739,3357,5031,3602,5022,4823,3053,2212,2425,1696,1616,2602,1497,5050,1283,1069,1654,1564,869,1022,3830,664,1184,858,596,518,788,451,2231,297,467,638,322,0,281,122,148,267,247,173,136,132,111,346,133,162,122,59,241,110,105,185,111,91,59,64,63,41,37
600403000,600400000,600000000,Banga,Mun,11367,10813,9168,8743,7160,6663,5162,6730,4634,6212,5143,4380,4615,4092,3647,5025,3610,2804,2986,2587,2360,2541,3039,1293,1530,1216,1711,1225,1382,1312,868,859,877,697,816,460,500,999,338,390,407,512,921,376,288,266,236,215,226,103,267,250,154,151,214,218,95,62,63,45,40
600404000,600400000,600000000,Batan,Mun,8774,7395,7446,7122,5866,4862,4106,5596,3724,4590,4490,3572,3309,2835,2753,3371,2191,2163,1871,2126,2032,1959,1104,1357,1039,796,967,868,804,749,944,743,717,510,1041,626,829,669,207,241,288,273,196,176,170,218,282,208,304,160,166,136,151,168,111,102,97,71,64,69,55
600405000,600400000,600000000,Buruanga,Mun,3968,3694,2752,2784,2207,2048,1263,2249,1776,1752,2167,1453,1449,1094,1234,1069,817,867,914,850,910,921,404,542,438,388,471,454,352,604,375,318,460,226,325,214,179,180,113,141,171,146,74,113,69,99,105,79,93,58,76,55,68,71,50,53,37,31,26,20,25
600406000,600400000,600000000,Ibajay,Mun,13452,11031,8411,8842,8858,5513,5929,7648,6554,6002,7305,3100,4506,2957,3488,3193,2219,2032,2269,2347,1808,1764,1127,1563,1855,1237,1112,1114,766,891,1936,403,636,456,658,0,594,1576,316,392,375,525,194,250,191,192,274,240,258,122,301,168,119,198,162,105,92,65,86,65,40
600407000,600400000,600000000,Kalibo,Mun,17732,16740,18712,18090,13824,14414,9896,13124,8700,13071,8734,10711,12127,10357,7751,9717,8126,6695,5754,5057,6431,5556,5250,2725,4086,3045,4702,2894,2394,1894,1307,2233,1188,1678,2124,684,895,480,1066,535,751,933,487,506,380,471,355,380,354,191,369,334,300,302,294,276,139,138,152,100,81
600408000,600400000,600000000,Lezo,Mun,3688,3356,3426,3142,2561,2485,1486,2494,1816,2129,1689,1662,1845,1448,1442,1675,1411,1116,979,919,964,857,684,519,946,686,699,508,359,527,260,384,398,264,318,134,162,114,136,151,173,265,77,128,90,80,85,54,95,104,84,71,53,65,93,85,46,36,31,23,14
600409000,600400000,600000000,Libacao,Mun,5297,4557,4013,3362,2882,2569,2274,2685,1508,1966,2543,1554,1508,1377,1327,1594,1097,893,914,1007,974,885,569,548,495,385,503,455,369,817,501,302,565,205,303,442,207,406,450,245,184,270,352,151,111,133,126,125,125,77,361,72,161,69,90,81,45,41,24,26,20
600411000,600400000,600000000,Makato,Mun,7734,5567,5973,6186,5267,4094,3814,5288,3272,4534,4288,2775,3069,2419,2321,2925,2076,1735,1416,1699,1543,1420,1162,993,1648,1142,891,724,582,858,1480,525,546,443,552,0,346,1224,304,219,281,354,138,210,114,159,159,139,173,73,112,106,115,106,119,98,78,50,55,37,36
600412000,600400000,600000000,Malay,Mun,10549,9755,7551,7084,6275,5751,4161,6830,5888,4448,6168,3882,3751,3140,3283,2989,2268,2302,2005,2278,2185,2126,1985,1615,1090,925,1011,1166,1441,1362,983,710,960,514,782,459,844,328,313,521,354,316,233,275,323,338,249,197,271,186,217,178,135,151,134,144,71,77,143,55,47
600413000,600400000,600000000,Malinao,Mun,6271,5190,5987,5540,4541,4141,3518,4441,2788,3898,2955,2648,2685,2419,2422,2924,2010,1845,1912,2197,1711,1568,1386,901,1280,918,1515,809,831,665,679,567,563,639,571,385,344,413,207,270,383,395,188,158,109,221,215,142,168,98,162,90,96,114,112,89,66,75,65,35,40
600414000,600400000,600000000,Nabas,Mun,9568,8463,6190,4945,5048,4243,3009,4494,5502,3468,5382,2351,2766,2159,2855,2851,1718,1490,2166,1730,1487,1412,781,961,920,759,1124,966,642,955,391,397,790,422,472,416,408,232,109,367,203,277,136,231,100,175,177,165,248,68,154,72,91,82,89,80,74,41,54,29,36
600415000,600400000,600000000,New Washington,Mun,9739,9723,9324,8438,6741,6387,4522,6424,4825,5529,4419,4509,4611,3840,4025,4414,3663,2743,2872,2345,2396,2399,1652,1291,1474,1208,1692,1311,892,859,1774,895,782,637,979,495,574,202,304,288,344,363,181,306,221,230,194,198,216,143,213,174,134,121,180,182,106,65,82,51,38
600416000,600400000,600000000,Numancia,Mun,9835,8705,8722,8752,7312,6745,4786,6834,4556,6384,5087,4576,5023,3973,3848,4234,3383,2884,2390,2494,2239,2080,2254,1329,2026,1553,1705,1405,929,886,975,766,665,688,702,635,475,458,305,259,412,508,197,301,195,197,208,162,179,73,231,174,104,122,220,154,77,64,80,33,33
600417000,600400000,600000000,Tangalan,Mun,5554,4059,3905,3751,3404,2486,2275,3193,2159,2564,2834,1554,4847,1301,1467,1592,1183,932,966,982,873,1060,557,589,783,569,511,477,263,385,594,315,414,180,348,445,251,374,117,160,173,217,105,107,78,105,98,90,113,59,85,59,47,63,82,58,45,36,41,22,20
500501000,500500000,500000000,Bacacay,Mun,13751,10554,11941,12029,9583,10086,4867,8747,5320,8355,6486,7434,10593,6188,6602,4575,4700,11080,3358,4230,4071,3701,1566,2763,3424,2259,6877,2479,1440,2805,1601,1716,2610,1038,1410,297,966,544,597,641,664,383,434,278,338,417,474,242,460,313,192,227,355,387,326,199,216,149,157,106,112
500502000,500500000,500000000,Camalig,Mun,15392,11419,14199,13321,11632,11534,7041,9153,5637,9955,6816,8458,8461,7140,8194,5122,5289,10609,3838,4824,4289,3961,2012,2855,4296,2820,6400,2448,1514,1915,1101,1672,2625,1033,1509,233,1048,517,432,877,758,486,665,299,362,410,507,271,473,304,215,235,346,338,420,204,218,164,168,122,106
500506000,500500000,500000000,City of Legazpi,City,44341,36440,41631,46504,35069,39530,23925,29618,18602,32833,21714,30686,32881,24034,23077,21022,17601,36809,15090,16605,19166,12232,10714,9139,13525,9525,22853,7553,6130,6684,4725,5969,6972,5134,6289,895,3008,1398,1810,1884,2231,1770,2330,1273,1017,1627,1883,810,1169,781,708,830,1150,1268,1303,663,640,463,431,400,350
500508000,500500000,500000000,City of Ligao,City,18169,15595,17536,18871,15574,14207,8582,14339,7772,12849,8799,12461,13102,13994,12667,7747,8073,15680,5125,5006,6796,4979,2248,3891,5109,3060,6466,5458,2355,1962,1167,2620,4362,1403,2238,402,1337,474,543,1163,1014,713,802,449,530,516,612,418,689,418,434,394,487,475,6576,365,251,276,217,189,186
500517000,500500000,500000000,City of Tabaco,City,26357,22487,23033,24365,18044,19053,10166,17902,10736,16637,16738,16069,20448,13205,13753,9500,10803,22635,7014,7208,9178,8774,3980,4911,7077,4544,10611,5122,3569,6633,4820,3997,5213,2271,3851,572,1718,1793,2506,1095,1180,915,923,728,678,739,889,463,854,600,456,456,589,593,755,424,321,277,262,216,236
500503000,500500000,500000000,Daraga,Mun,27116,19528,25535,27452,20463,22552,12790,16422,10105,19612,11838,17223,20164,14340,13154,10159,10776,21580,8345,9022,9635,6547,5338,4971,8454,5714,13231,3874,3287,3700,1864,3137,4434,2289,3171,373,1640,557,798,1130,1410,1134,1266,735,538,839,810,404,630,410,411,431,597,542,743,403,323,243,214,157,170
500504000,500500000,500000000,Guinobatan,Mun,16404,12449,16434,14995,12045,12961,8804,10873,6539,10476,7707,9269,9322,7642,8580,5543,6587,12805,4472,4625,5004,3870,2295,3272,5145,3809,6558,3168,2396,1998,955,1892,3324,1174,1762,325,1101,405,501,900,854,579,1168,409,344,467,559,255,483,276,305,272,396,350,1012,199,231,170,184,126,141
500505000,500500000,500000000,Jovellar,Mun,3685,2447,2442,2035,2162,2101,1289,1701,1220,1562,1655,1364,1234,1071,1587,827,938,1784,594,1062,863,782,267,676,1339,894,1166,470,495,402,206,306,616,163,316,80,280,148,117,273,279,104,176,71,119,119,165,62,158,127,82,75,89,103,131,85,66,59,48,30,28
500507000,500500000,500000000,Libon,Mun,13685,10824,10741,9545,8933,8819,5180,7932,5389,6281,6659,5485,5762,4836,5798,3763,4086,7758,3246,3266,3155,3403,1423,2196,2682,1931,4432,2147,1341,1538,716,1199,3434,899,1141,261,878,579,343,610,654,441,493,240,381,399,460,259,531,292,203,223,391,317,672,223,230,158,164,121,116
500509000,500500000,500000000,Malilipot,Mun,8948,7386,7697,7665,6320,6885,3191,5774,3582,5952,5315,4888,6099,3888,4488,3159,3157,7659,2350,2923,2759,2540,1348,1716,2772,1821,4560,1804,1069,2197,1237,1087,1962,719,1091,227,602,307,347,470,539,300,301,285,268,345,338,212,328,181,176,177,254,213,251,162,152,125,87,80,110
500510000,500500000,500000000,Malinao,Mun,10664,8773,8723,7477,6948,6721,3748,5936,4041,5387,6735,4474,5770,4012,4578,3139,3715,7040,2835,2824,2679,2791,1207,1813,2345,1524,4109,1980,921,2261,1585,1066,2200,765,892,261,702,789,774,532,510,332,363,263,294,314,368,209,419,223,212,200,264,280,317,190,149,114,139,86,74
500511000,500500000,500000000,Manito,Mun,4825,4492,4094,3505,3082,3601,1952,2780,1674,2551,2191,2229,2207,1741,2050,1427,1322,3554,991,1669,1120,993,528,881,1519,977,1942,761,789,551,215,442,987,470,341,85,327,322,119,265,347,168,182,151,155,158,176,86,153,117,99,108,93,92,146,112,81,59,52,29,34
500512000,500500000,500000000,Oas,Mun,12188,9627,9911,8758,8506,8286,5106,7508,5033,6402,5776,5516,5979,4792,5789,3877,4054,9010,2869,3259,3492,2854,1200,2105,2839,1768,4729,2499,1187,1138,923,1178,2937,880,1110,264,886,305,360,608,590,384,496,246,331,366,465,225,434,298,195,212,290,302,1146,182,218,157,128,107,122
500513000,500500000,500000000,Pio Duran,Mun,9949,8154,7212,5829,6248,6027,3906,5637,4168,4722,5267,3876,3751,3135,4524,2727,2420,5110,1748,2796,2232,2197,730,2164,2527,1726,2792,1590,965,1049,578,840,2208,528,805,191,784,348,299,750,589,338,416,234,299,307,427,209,359,307,201,213,266,264,571,211,213,161,128,97,97
500514000,500500000,500000000,Polangui,Mun,21715,18120,18677,17937,16183,16337,10925,14270,9264,11990,10446,11747,12101,8987,10317,7994,8058,15188,6986,6362,5693,4947,2417,3665,4541,2939,8627,3845,1793,2278,1358,1908,5650,1372,1728,396,1257,454,558,1041,908,676,849,501,476,539,670,336,623,381,381,345,452,429,1016,352,280,199,187,149,203
500515000,500500000,500000000,Rapu-Rapu,Mun,8193,6346,5391,4932,5167,4636,2657,3939,2968,3964,4624,3057,3192,2299,3462,1855,1671,4566,1296,2551,2134,2156,702,1771,2078,1272,3417,1242,828,1146,697,801,2005,477,830,201,710,324,287,678,532,251,244,230,276,329,560,234,360,277,185,195,286,272,204,180,189,145,145,111,110
500516000,500500000,500000000,Santo Domingo,Mun,8513,6407,7643,7688,6129,6722,3802,4993,3377,5554,4147,4759,5541,3523,4037,3481,2981,6631,2855,3068,2581,2577,1364,1668,3029,1928,4595,1393,1082,1747,952,837,1312,1034,733,154,389,276,331,316,488,356,307,284,184,320,240,152,200,137,144,192,180,169,209,150,119,85,84,73,62
500518000,500500000,500000000,Tiwi,Mun,10421,8513,9006,8456,6484,8023,3694,6413,4011,5727,6796,4658,5123,4107,4730,3873,3525,7920,2854,4157,3139,3054,1558,1974,3429,2454,4501,1758,1011,1922,1214,1197,2621,848,1284,278,773,639,472,686,636,440,427,211,333,419,414,222,477,273,179,163,299,291,230,171,183,146,127,93,112
600601000,600600000,600000000,Anini-Y,Mun,4066,3161,4446,3465,2635,2361,1676,2363,2071,1921,2384,1333,1309,985,1677,1114,1192,836,835,1153,834,628,351,632,1817,1619,525,299,412,353,222,190,398,417,211,128,193,152,91,186,270,96,62,137,83,100,128,72,108,72,51,50,79,99,47,44,45,22,26,18,20
600602000,600600000,600000000,Barbaza,Mun,4491,4260,3541,3358,2461,2403,1706,2416,1957,1959,3783,1678,1450,1257,1626,1036,1383,982,911,1076,816,900,405,660,414,391,513,524,451,658,240,237,1130,242,305,140,207,143,117,223,185,121,129,138,82,191,152,108,172,70,82,66,79,84,60,78,55,55,40,45,37
600603000,600600000,600000000,Belison,Mun,2491,2424,2794,2515,1819,1827,1207,1866,1178,1471,1165,1172,1180,782,3268,820,960,740,730,621,904,518,290,380,392,290,345,283,295,224,188,197,241,146,213,95,139,95,62,92,108,126,61,117,87,45,76,59,51,49,100,51,38,83,50,53,40,18,9,15,17
600604000,600600000,600000000,Bugasong,Mun,6934,6256,6415,5542,4105,3985,2819,3961,2953,3405,4261,2486,2188,1728,3160,1678,1813,1482,2108,1644,1436,1487,710,1065,905,700,857,836,763,812,417,358,1151,422,443,302,372,260,177,359,318,196,204,254,225,249,209,158,257,144,168,152,130,171,135,154,83,81,67,40,52
600605000,600600000,600000000,Caluya,Mun,5032,4396,3463,2863,3026,2491,1879,2192,2236,2050,2642,1573,1358,972,1417,984,1634,736,856,1106,640,788,385,736,375,396,506,449,472,525,219,166,607,211,242,508,224,157,120,246,150,78,99,87,84,134,115,148,160,73,71,57,76,81,43,41,58,34,40,27,26
600606000,600600000,600000000,Culasi,Mun,7821,8803,6452,5669,4824,4008,3441,4076,3181,3512,6579,2747,2557,2117,2912,1823,2371,1649,2426,1827,1281,1727,980,1199,1016,1058,934,854,753,849,456,399,1267,543,540,281,427,262,261,431,488,221,227,257,247,310,227,489,353,159,157,170,162,200,121,154,100,70,66,56,57
