adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,angara_edgardo,aquino_noynoy,arroyo_joker,bautista_martin,cantal_felix,cayetano_alanpeter,cayetano_joselito,chavez_melchor,coseteng_nikki,defensor_mike,enciso_ruben,escudero_chiz,estrella_antonio,gomez_richard,honasan_gringo,kiram_jamalul,lacson_ping,legarda_loren,lozano_oliver,magsaysay_vic,montano_cesar,oreta_tessie,orpilla_ed,osmena_john,pangilinan_kiko,paredes_zosimo,pichay_prospero,pimentel_koko,recto_ralph,roco_sonia,singson_chavit,sison_adrian,sotto_tito,trillanes_antonio_iv,villar_manny,wood_victor,zubiri_migz
403410000,403400000,400000000,Liliw,Mun,5419,8124,4951,331,31,6718,224,144,3230,3383,20,10718,74,1248,5642,434,8536,10753,105,1764,2121,1330,48,3491,8029,323,3059,5234,5056,4866,909,316,3823,6571,7650,203,3883
403411000,403400000,400000000,Los Ba?s,Mun,13538,20120,13963,2151,369,18733,770,705,8856,8573,409,26673,366,4654,16085,1946,22137,24884,628,4731,4885,3883,377,8458,19352,2027,8293,16093,12577,14344,2246,1319,9778,16140,20281,422,11361
403412000,403400000,400000000,Luisiana,Mun,3793,5415,2808,200,123,4738,104,279,2120,1796,181,6847,66,816,3531,538,5694,6842,174,979,1310,755,140,2498,5149,366,1686,2348,2892,2989,485,337,2012,4412,4671,147,2322
403413000,403400000,400000000,Lumban,Mun,2993,5420,2241,181,24,4949,184,402,2863,1727,55,6547,273,995,3855,631,5934,6064,487,894,1282,845,295,2793,3965,349,1574,3618,2349,3444,617,380,2016,4616,4151,394,1615
403414000,403400000,400000000,Mabitac,Mun,2566,4745,1281,112,21,4783,165,138,3313,1143,20,6466,89,967,3794,168,6183,6719,65,983,1234,698,24,3396,3822,96,1283,4019,1381,3705,267,53,1175,4286,4692,64,1116
403415000,403400000,400000000,Magdalena,Mun,3184,5595,2110,130,21,5408,164,162,3072,1560,16,7472,62,739,4398,175,6608,7641,59,1017,1321,712,14,3322,4912,124,1242,3973,2254,3866,274,94,1648,5208,5216,72,1695
403416000,403400000,400000000,Majayjay,Mun,3200,4836,2255,107,18,3941,119,115,1978,1993,20,6231,62,575,3553,168,5108,6570,44,912,1222,692,31,2073,4720,96,1407,3159,2470,2911,447,82,1573,4631,4325,42,1787
403417000,403400000,400000000,Nagcarlan,Mun,7303,13729,6895,515,45,13900,0,334,5875,4151,40,18668,194,1848,11040,571,14810,18164,171,2487,2863,1759,64,5552,13454,468,3632,9103,7083,8118,1041,322,4654,12183,12532,145,5020
403418000,403400000,400000000,Paete,Mun,3919,6535,2866,284,25,5647,208,196,4310,2100,38,8465,82,1385,5596,452,7487,8438,97,1377,2427,1123,31,3861,6628,275,2173,4582,3337,4865,635,224,2632,5714,6594,127,2366
403419000,403400000,400000000,Pagsanjan,Mun,4377,9551,3583,280,24,8464,233,174,5170,2314,26,13142,101,1223,8640,208,11979,12500,111,2005,1456,1072,29,5681,7515,275,1675,7347,3315,6796,456,197,2690,9684,9289,111,2548
403420000,403400000,400000000,Pakil,Mun,2675,4549,1785,189,98,4468,174,213,2788,1164,20,6609,68,847,4256,259,5941,6214,70,808,1095,728,27,2810,3936,160,1105,3704,1909,3583,284,124,1554,4642,4613,99,1349
403421000,403400000,400000000,Pangil,Mun,3098,5012,2418,236,32,4375,185,194,2470,1880,124,6870,89,1019,4716,236,6316,6804,234,1067,1322,752,24,2708,4865,203,1886,3910,2614,3531,393,175,2142,4649,5224,141,2307
403422000,403400000,400000000,Pila,Mun,6572,10502,4282,275,182,10045,511,292,5650,3430,68,14514,157,2048,8986,745,12984,14356,386,1878,2197,1630,156,5623,9051,572,2955,7416,4905,6943,874,347,4273,9535,9975,168,3838
403423000,403400000,400000000,Rizal,Mun,2954,4607,2422,104,13,4067,61,91,1915,1921,8,5898,44,692,3391,182,5221,5996,25,700,880,469,16,1552,4026,103,1549,2639,2401,2369,1245,95,1420,3809,4097,48,1951
403426000,403400000,400000000,Santa Cruz,Mun,13852,20548,10403,718,182,20184,507,541,10875,6673,216,27076,220,3484,15222,663,23773,26226,255,3730,4751,2742,73,9788,19321,807,5198,14312,9687,13382,1527,536,8234,17897,19340,248,7761
403427000,403400000,400000000,Santa Maria,Mun,4591,5795,2689,157,271,5134,293,266,3518,2286,160,8039,230,1065,5013,344,7449,8886,247,1577,1945,1317,202,3181,4928,323,2296,4150,2859,3465,724,171,2152,4681,5058,225,2044
403429000,403400000,400000000,Siniloan,Mun,5318,8634,4045,399,28,8258,304,282,4733,2941,223,11422,156,1833,7139,657,10046,11197,202,1775,2666,1445,168,4629,7611,393,3159,6523,3288,6151,750,308,2985,7645,8011,180,2919
403430000,403400000,400000000,Victoria,Mun,4590,8060,3527,377,37,8289,185,166,3443,2706,97,10962,430,1470,7600,224,10289,11287,246,1578,2066,1072,159,4252,7025,392,2653,5992,4093,5244,540,168,3595,7322,8218,139,3131
1003501000,1003500000,1000000000,Bacolod,Mun,3413,4217,1952,130,43,3605,140,170,1771,2598,21,5380,198,840,4648,1473,5537,5365,99,2128,3375,1687,53,3130,3211,121,2776,4233,2725,2571,1286,69,2054,4550,3959,97,3909
1003502000,1003500000,1000000000,Baloi,Mun,3979,5085,3171,193,61,4118,327,287,1653,2903,59,5263,93,685,3323,5984,3888,5555,96,2480,3690,1357,63,2663,4431,146,3818,4345,2958,2479,1310,160,2163,5042,3955,72,3454
1003503000,1003500000,1000000000,Baroy,Mun,3001,3995,1814,125,42,2956,147,304,1295,2220,14,5501,83,1429,4186,384,4764,5422,79,1792,3144,1212,21,2885,3720,126,2765,3928,2516,1894,724,49,1844,3271,3799,69,3793
1030900000,1030900000,1000000000,City of Iligan,City,41374,55989,28392,2482,366,46320,1824,2015,17135,25648,341,65844,1331,12777,51248,4720,64426,63108,1075,19211,24571,11678,284,37615,48970,1883,29313,52977,33895,30374,6438,962,18555,48927,55146,707,43502
1003505000,1003500000,1000000000,Kapatagan,Mun,7093,5270,5521,120,54,4025,196,290,1843,5939,23,6445,72,1266,4690,2507,5908,6952,69,4459,7239,3798,18,3594,4686,68,6061,4263,6263,2953,3221,95,5547,4604,5329,56,7495
1003507000,1003500000,1000000000,Kauswagan,Mun,3027,3936,1546,110,28,3213,124,208,1452,1588,20,5115,258,831,4683,962,4716,4798,114,1250,2381,957,62,2678,2572,102,2351,4047,2276,1910,449,19,1216,3919,3644,49,2910
1003508000,1003500000,1000000000,Kolambugan,Mun,3769,4851,2328,108,28,3595,139,204,1617,2146,16,5653,69,1656,4535,889,5074,5519,62,1781,3005,1272,67,2808,3845,80,3500,4078,2911,2120,789,38,1826,3972,4438,50,3767
1003509000,1003500000,1000000000,Lala,Mun,2828,3396,1889,129,34,2628,187,309,1230,2074,84,4247,96,1053,3228,552,3966,4736,92,1663,2762,1189,50,2197,3290,141,2646,3188,2278,1570,785,95,1815,2771,3182,130,2900
1003510000,1003500000,1000000000,Linamon,Mun,2092,3091,1119,186,117,2461,149,203,1280,1273,164,4061,140,676,3557,252,4119,3927,56,1155,1701,702,10,2311,2359,62,1680,2920,1478,1908,397,29,950,3298,2882,70,2251
1003511000,1003500000,1000000000,Magsaysay,Mun,2842,1254,2205,109,180,987,81,100,641,2700,188,1647,46,505,1234,2454,1356,1526,29,2505,2837,1948,28,888,1334,108,2836,1338,2430,688,1880,17,2335,976,1338,31,2976
1003512000,1003500000,1000000000,Maigo,Mun,2982,3391,1168,98,21,2735,93,207,1308,1316,15,4082,76,763,3091,474,3923,4027,70,1087,1682,741,78,2382,2330,87,1638,3002,1810,1583,464,29,929,2917,3251,28,2010
1003514000,1003500000,1000000000,Munai,Mun,954,528,734,15,8,375,50,29,97,865,5,618,9,154,241,2273,319,763,7,497,1691,482,7,150,646,6,1029,317,857,167,460,92,644,385,452,10,937
1003515000,1003500000,1000000000,Nunungan,Mun,1349,664,1233,145,116,430,219,209,362,1402,120,634,123,303,511,2594,489,1006,221,1019,2133,1070,363,308,601,216,1166,276,1277,244,773,135,1150,273,313,100,1373
1003519000,1003500000,1000000000,Sapad,Mun,2718,1819,1930,59,50,1110,68,142,562,2345,81,2032,36,568,1606,2273,1878,2216,16,1882,3518,1769,6,992,1454,43,2680,1353,2239,790,1565,98,2264,1454,1440,19,3098
1003520000,1003500000,1000000000,Tagoloan,Mun,920,645,698,22,1,325,33,23,215,750,43,596,7,129,302,990,532,790,59,623,1102,426,13,363,411,46,908,671,730,332,500,34,638,397,565,11,852
1003521000,1003500000,1000000000,Tangcal,Mun,675,319,571,15,15,132,21,24,67,588,22,289,8,120,112,1272,149,371,18,491,958,440,18,57,434,13,703,109,628,71,437,29,580,183,212,19,851
1003522000,1003500000,1000000000,Tubod,Mun,5147,4998,3616,235,86,4709,165,573,1648,4677,91,7310,122,2126,5211,1221,6765,7117,119,3482,5370,2475,27,3922,5572,128,5559,5468,4576,2447,1765,53,3971,4447,5606,88,6896
1903602000,1903600000,1900000000,Balabagan,Mun,1848,1719,606,101,129,2437,393,147,609,680,76,2465,90,287,1557,3075,1753,2399,103,617,1889,315,155,989,1613,175,1768,1511,953,1213,555,165,953,1833,1771,120,1454
1903633000,1903600000,1900000000,Buadiposo-Buntong,Mun,194,867,261,11,15,776,172,4,57,283,29,1046,23,76,451,1291,225,515,15,41,298,152,13,359,347,8,73,489,265,328,365,22,68,595,429,11,410
1903606000,1903600000,1900000000,Bubong,Mun,1214,1996,1199,4,2,1134,50,42,145,1063,88,1575,1,238,568,3263,759,1928,59,665,1239,375,73,373,1484,144,1062,1062,1138,715,627,77,645,1030,1246,93,1651
1903637000,1903600000,1900000000,Amai Manabilang,Mun,588,781,594,28,39,648,110,40,225,393,31,1109,28,104,680,646,864,1393,30,343,440,297,61,373,884,129,586,818,568,586,189,68,301,835,845,41,1555
1903607000,1903600000,1900000000,Butig,Mun,319,382,413,29,217,880,119,17,39,405,51,780,17,262,886,1353,765,652,47,98,332,55,16,63,405,12,376,816,328,110,99,26,316,1360,305,42,376
1903617000,1903600000,1900000000,City of Marawi,City,7747,10574,7393,263,187,9677,819,502,2119,5806,611,14841,526,1751,5427,22130,7493,16122,440,12715,5995,1284,345,3505,10439,618,6139,9934,6785,6175,2807,575,3483,9855,9421,503,7077
1903624000,1903600000,1900000000,Ditsaan-Ramain,Mun,910,1839,933,14,22,1504,127,59,368,586,22,1810,61,255,806,2476,757,1921,27,409,875,273,52,453,1513,39,785,1222,816,589,430,126,546,1266,1253,86,832
1903610000,1903600000,1900000000,Kapai,Mun,365,272,250,5,80,233,57,10,100,170,60,406,25,11,227,566,114,431,15,48,225,31,0,70,219,4,180,173,241,89,66,7,78,343,213,63,233
1903639000,1903600000,1900000000,Kapatagan,Mun,504,533,647,54,77,1228,173,114,96,341,67,889,62,130,919,2984,507,1174,79,299,1047,272,84,216,567,55,501,561,442,281,257,71,318,1138,332,109,542
1903611000,1903600000,1900000000,Lumba-Bayabao,Mun,622,1112,1254,20,8,1060,99,82,111,334,40,1376,34,237,704,1611,858,1398,96,287,339,123,50,295,893,100,438,2546,768,322,363,153,383,1356,813,97,808
1903641000,1903600000,1900000000,Lumbaca-Unayan,Mun,90,144,125,18,12,500,37,4,83,109,18,275,5,53,90,551,39,253,22,37,151,42,5,61,206,9,267,184,169,83,38,57,179,85,133,15,168
1903612000,1903600000,1900000000,Lumbatan,Mun,368,786,339,24,48,785,226,229,64,263,57,1367,46,187,636,2255,351,1383,10,89,244,17,37,55,828,31,339,1479,512,109,76,16,127,2139,455,37,852
1903636000,1903600000,1900000000,Lumbayanague,Mun,369,679,366,56,108,657,51,21,114,182,146,656,17,169,278,1265,276,804,7,76,234,79,41,96,475,35,313,705,373,188,92,148,324,484,484,59,229
1903613000,1903600000,1900000000,Madalum,Mun,2243,789,575,25,23,728,103,35,147,361,40,1168,26,102,353,1755,296,576,27,179,132,147,28,181,426,23,705,693,814,227,199,38,278,1487,702,95,3277
1903614000,1903600000,1900000000,Madamba,Mun,611,1319,1132,215,164,1194,246,151,233,819,300,2337,144,337,1391,2336,931,2210,363,700,799,266,215,397,1233,303,313,1168,701,1405,452,119,419,1110,1084,273,789
1903615000,1903600000,1900000000,Malabang,Mun,956,1074,1012,190,73,952,287,110,336,666,175,1679,155,176,815,2226,935,970,292,558,1100,576,136,376,1144,159,906,855,1066,744,435,243,742,1220,836,210,1060
1903616000,1903600000,1900000000,Marantao,Mun,1475,1981,1722,23,38,2189,303,110,130,563,180,4332,372,215,809,3884,1235,2766,390,683,338,175,89,377,1716,266,891,3561,805,1995,528,264,260,3083,1218,576,1672
1903631000,1903600000,1900000000,Marogong,Mun,391,310,315,21,17,465,58,38,90,331,19,590,25,89,290,1834,283,908,24,183,488,204,32,73,436,12,343,490,428,131,199,35,272,309,409,43,970
1903618000,1903600000,1900000000,Masiu,Mun,1310,1010,1639,53,27,1597,382,131,253,869,126,1759,53,93,781,2529,698,1995,172,947,922,552,68,296,1079,53,1070,1447,1106,385,754,194,913,1329,799,281,1504
1903619000,1903600000,1900000000,Mulondo,Mun,719,1910,713,16,16,1515,111,29,308,451,66,2371,98,323,910,3245,995,2235,18,376,929,122,48,462,1424,94,841,2063,832,881,356,53,518,1539,1322,61,1007
1903621000,1903600000,1900000000,Piagapo,Mun,993,1245,806,60,57,822,116,64,95,813,133,1584,13,150,316,3964,370,1811,16,459,1224,255,16,231,1186,99,1011,1082,812,538,582,71,695,944,957,19,1004
1903635000,1903600000,1900000000,Picong,Mun,3188,256,3233,0,0,123,0,0,105,3259,0,194,0,164,275,3465,100,63,90,3546,3197,2771,144,165,122,150,2917,337,2765,139,2861,140,2459,79,125,10,3661
1903622000,1903600000,1900000000,Poona Bayabao,Mun,856,872,727,11,9,666,69,29,60,679,43,1042,8,99,383,1784,373,1094,237,506,866,227,9,153,1020,47,944,629,956,442,877,15,546,558,708,32,914
1903640000,1903600000,1900000000,Sultan Dumalondong,Mun,205,192,239,4,8,278,26,4,25,148,8,296,181,6,269,605,391,367,34,57,229,71,47,25,387,21,236,292,221,79,92,7,105,597,344,14,325
1903626000,1903600000,1900000000,Tamparan,Mun,1384,2008,1483,43,183,1554,281,84,441,1068,195,2241,146,286,1269,3692,1112,2834,138,973,1204,729,102,616,1373,223,1733,2471,1367,861,1207,154,1022,1430,1505,266,1774
1903627000,1903600000,1900000000,Taraka,Mun,1013,1021,651,38,50,1172,142,101,334,724,144,1614,70,156,467,2659,786,2329,136,282,768,157,180,346,1205,206,726,1382,748,558,409,93,579,981,1100,27,908
1903628000,1903600000,1900000000,Tubaran,Mun,1262,1373,1155,39,7,1060,61,11,40,509,1,1478,2,8,224,1591,175,1566,67,268,409,223,105,100,567,145,495,1668,403,350,443,5,434,1045,365,30,1054
1903630000,1903600000,1900000000,Wao,Mun,2716,2902,1842,268,27,2765,217,251,831,2169,321,3831,168,342,2768,1681,3501,3987,303,1812,2064,628,147,1902,2628,349,2410,3335,2192,1321,668,233,1684,3274,3193,98,6073
803701000,803700000,800000000,Abuyog,Mun,6769,8471,5263,403,90,8848,340,889,5184,9541,80,12285,301,3187,8471,1481,10874,11021,217,4312,6482,3397,59,2878,7344,248,5907,8251,6318,5736,2094,142,5868,7300,9566,225,5008
803702000,803700000,800000000,Alangalang,Mun,5773,6772,4702,373,75,6425,266,621,3296,3932,50,10276,200,2052,7027,1094,8479,10869,127,3679,4711,2650,44,3971,6504,190,5002,5909,5111,3648,1342,72,3785,5598,7006,111,4089
803703000,803700000,800000000,Albuera,Mun,4635,3517,4463,165,76,2893,140,454,794,3869,22,4097,96,2410,2014,1286,2918,4344,93,3434,5141,2237,53,2641,4524,138,4902,2869,4562,1630,1758,51,3260,1764,4595,103,3755
803705000,803700000,800000000,Babatngon,Mun,2792,3156,1300,100,28,2600,0,284,1905,1421,48,4219,86,894,3082,173,3921,4791,65,1179,2136,756,21,1705,3976,87,1820,2442,1558,2024,333,37,1181,2080,3198,114,1257
803706000,803700000,800000000,Barugo,Mun,4390,6340,3340,230,65,6050,251,555,3074,2928,64,9152,236,2096,6754,695,7916,10430,170,3057,4427,2008,52,3822,5334,276,3811,5890,3948,3540,1049,83,2842,5516,6470,208,3038
803707000,803700000,800000000,Bato,Mun,6760,4202,6294,204,62,2806,176,572,904,5721,30,4078,57,1124,1654,2149,2548,4769,63,4337,6570,3204,26,1739,5449,105,6058,2640,6399,1391,2622,44,3738,1934,4707,46,4801
803710000,803700000,800000000,Burauen,Mun,5496,5638,5668,309,63,5560,366,637,3179,5610,160,8332,253,2496,6285,2336,7373,9501,303,4864,7162,4066,43,3498,5843,247,6602,5714,6391,3551,2432,78,5624,6034,8586,90,5289
803713000,803700000,800000000,Calubian,Mun,2843,2786,2461,130,30,2074,174,404,810,2091,34,3551,83,1567,2119,250,3132,4030,75,1487,2844,827,18,1462,3329,95,3333,2476,2343,1219,685,47,1642,1233,3432,185,2338
803714000,803700000,800000000,Capoocan,Mun,2979,4010,2054,205,72,3942,277,504,1932,2219,58,5945,160,1929,4578,475,5326,6350,126,2332,3593,1361,29,2858,3559,126,2879,3719,2776,2440,659,40,2351,3438,4307,117,1963
803715000,803700000,800000000,Carigara,Mun,6769,8471,5263,403,90,8848,340,889,5184,9541,80,12258,301,3187,8471,1481,10874,11021,217,4312,6482,3397,59,2878,7344,248,5907,8251,6318,5736,2094,142,5868,7300,9566,225,5008
831600000,831600000,800000000,City of Tacloban,City,3607,10800,11230,5404,514,5310,8578,766,2545,5908,3962,6285,11831,1912,7176,8199,6292,16420,11448,1739,4470,4185,1834,3170,9116,7664,3003,9032,10441,7764,6038,1121,2255,7617,12227,8344,2461
803717000,803700000,800000000,Dagami,Mun,2216,2551,1581,133,27,2637,140,248,2006,1504,32,3777,93,1086,2745,520,3466,4037,77,1403,2151,709,6,1820,2347,85,2106,2523,1854,1752,627,29,1759,2350,3175,69,1338
803718000,803700000,800000000,Dulag,Mun,4134,5811,3306,388,81,5245,221,598,2615,2880,180,7873,288,1795,6856,696,6721,8025,347,3068,4192,2238,41,3382,5089,181,3785,5008,4098,3383,1278,119,3345,4877,6295,253,3245
803719000,803700000,800000000,Hilongos,Mun,9617,7376,9603,394,117,3955,293,803,1555,9326,161,6232,142,2097,3787,2742,4787,7272,172,6164,9246,5712,42,3285,8902,229,10854,4585,9875,3092,4625,145,6577,2936,8534,146,8375
803720000,803700000,800000000,Hindang,Mun,3083,2331,2966,125,33,1717,130,334,646,2766,22,2645,59,1054,1334,622,2266,2996,65,2079,3020,1549,18,1576,3301,103,3239,1981,1962,1276,1127,46,1787,1298,2994,59,2728
803721000,803700000,800000000,Inopacan,Mun,4546,1881,4815,99,17,1495,94,285,643,4373,22,2207,37,1165,1114,2499,1706,2674,50,3978,4594,3430,15,1186,2742,55,4960,1682,4556,1060,3031,28,3736,1106,2234,53,4287
803723000,803700000,800000000,Jaro,Mun,5668,5369,3863,170,78,5647,213,363,2548,3785,51,7910,175,1780,5713,1526,6531,7756,139,3293,4041,2648,38,3296,4924,116,4325,5063,4122,3012,1705,52,3568,5155,5158,189,3507
803724000,803700000,800000000,Javier,Mun,3244,2552,2618,190,119,2838,170,487,1390,2298,88,4255,118,1169,2991,171,3784,5741,105,2151,2117,1586,32,2112,3315,92,3399,3490,3019,1446,287,28,2258,1677,4283,93,1992
803725000,803700000,800000000,Julita,Mun,1280,1581,955,80,25,1664,78,172,929,868,33,2299,64,640,1773,260,2083,2400,88,920,1443,684,10,1114,1599,64,1249,1419,1160,1106,346,22,926,1546,1810,67,890
803726000,803700000,800000000,Kananga,Mun,5975,3871,5772,306,126,2861,181,836,856,5173,48,4062,110,2327,2470,2549,3387,4501,149,4852,5730,3551,68,2462,4685,186,6901,2908,5332,1653,2868,77,3664,1990,3788,60,4605
803728000,803700000,800000000,La Paz,Mun,5975,3871,5772,306,126,2861,181,836,856,5173,48,4062,110,2327,2470,2549,3387,4501,149,4852,5730,3551,68,2462,4685,186,6901,2908,5332,1653,2868,77,3664,1990,3788,60,4605
803729000,803700000,800000000,Leyte,Mun,3195,3811,2925,257,101,2971,192,532,1220,2838,70,4999,108,1647,2995,579,3754,4668,91,1881,3150,1234,26,2371,3903,167,3976,3056,2521,1592,769,103,1691,2140,3792,123,1970
803730000,803700000,800000000,Macarthur,Mun,1489,1392,1193,89,16,1330,88,123,775,1174,32,2532,94,552,1281,468,1749,2101,76,1035,1473,800,85,1076,1246,166,1382,1356,1257,902,542,90,1069,1065,1422,111,982
803731000,803700000,800000000,Mahaplag,Mun,3004,2098,3138,267,86,1146,159,740,826,2646,301,1836,293,869,1071,1056,1879,2491,481,7202,2964,1688,357,1467,2087,923,3548,1940,2490,903,1275,133,1948,1026,2800,170,2560
803733000,803700000,800000000,Matag-Ob,Mun,3271,2356,3628,151,48,1437,127,445,499,2926,27,2323,68,925,1180,1043,1866,2484,117,2527,2574,1867,27,1532,2939,61,3749,1847,3138,1343,1602,34,1746,1037,2683,75,2814
803734000,803700000,800000000,Matalom,Mun,4790,2621,4687,231,65,1559,141,366,671,4423,42,2717,44,908,1255,1450,1940,3379,51,3797,3752,2172,22,1466,4227,171,5576,2180,4472,1294,2363,69,3393,1094,3838,42,4308
803735000,803700000,800000000,Mayorga,Mun,1954,2120,1450,27,41,2024,122,292,1167,1468,48,3004,80,859,2119,430,2585,3268,78,1251,2020,1003,21,1536,2068,79,2256,2019,1513,1317,483,31,1279,1640,2172,75,1213
803736000,803700000,800000000,Merida,Mun,3458,1692,3811,147,46,1078,102,410,477,3121,23,1772,54,1133,1277,1603,1592,2128,49,2699,3631,2244,10,1385,2176,156,3747,1566,3338,844,2123,42,2436,897,2024,23,2876
803738000,803700000,800000000,Ormoc City,City,25493,21819,25749,2066,777,14672,1411,3163,6763,21734,283,26939,560,15582,15777,6537,21049,27532,630,18843,20362,12784,180,15783,26976,1393,25710,16912,22262,9850,8138,700,15389,11204,24256,290,18755
803739000,803700000,800000000,Palo,Mun,3232,4970,3263,292,44,4752,0,301,2145,2233,45,6702,105,892,5141,435,5450,6055,91,1688,1977,1149,27,2596,4535,200,2337,3991,2943,2896,605,105,1598,4676,4871,183,2162
803740000,803700000,800000000,Palompon,Mun,9677,5250,10554,270,81,3357,258,780,1807,8329,69,5454,131,1757,2996,4207,4358,5394,133,7249,7792,5856,42,2714,7019,225,9540,3875,9035,2741,5259,126,6385,2481,5377,59,8336
803741000,803700000,800000000,Pastrana,Mun,1923,2201,1190,122,30,2674,74,346,1185,1231,21,3752,76,1113,2717,332,3349,3917,87,1355,2208,1183,21,1649,755,78,1851,2065,2290,1553,372,52,1670,2137,2824,49,1191
803743000,803700000,800000000,San Miguel,Mun,2393,3041,1938,147,32,2846,0,291,1458,1642,32,4155,116,785,2849,264,3474,4479,74,1342,2036,935,22,1887,2744,83,1991,2437,2150,1576,509,29,1438,2425,2934,80,1511
803744000,803700000,800000000,Santa Fe,Mun,1629,2268,1229,101,22,2392,0,244,1245,1365,17,3516,215,809,2475,275,2799,3389,49,979,1222,709,37,1455,1824,88,1574,2080,1363,1437,216,35,1179,2078,2390,78,1011
803745000,803700000,800000000,Tabango,Mun,3201,2044,3130,229,75,1172,112,374,439,2374,39,2313,60,955,997,957,1911,3348,50,1633,2726,1578,26,1115,2631,49,3439,1699,2400,887,1114,18,1871,858,2646,28,2265
803746000,803700000,800000000,Tabontabon,Mun,1186,1539,1046,162,27,1750,29,98,986,945,25,2324,46,399,1452,374,2083,2189,49,746,1080,585,8,898,1375,35,1186,1728,976,1108,365,13,758,1277,1607,40,734
803748000,803700000,800000000,Tanauan,Mun,6900,9314,5859,317,102,8838,462,743,3866,4686,104,12562,316,1807,9617,807,11003,12685,201,3477,5305,2758,77,5101,8807,248,5560,7299,5400,4857,1246,110,2460,8494,9101,227,4208
803749000,803700000,800000000,Tolosa,Mun,2327,3680,1951,132,38,3973,0,313,2410,1532,37,5436,140,861,4353,216,4762,5358,142,1419,2147,829,66,2465,3159,104,1697,3159,2187,2386,428,69,1391,3965,3949,122,1526
803750000,803700000,800000000,Tunga,Mun,1067,1517,958,72,15,1507,36,96,703,768,20,2132,41,458,1547,179,1742,2116,40,762,987,459,9,914,1299,71,1013,1426,1037,903,318,45,693,1428,1605,36,885
803751000,803700000,800000000,Villaba,Mun,5070,3542,6449,135,98,1969,149,574,811,4100,166,4776,93,1386,1941,1485,3172,4626,148,3877,4711,2958,47,1942,4447,141,5617,2413,5218,1510,2776,77,3753,1535,4707,65,4558
1908702000,1908700000,1900000000,Buldon,Mun,2356,1781,1891,107,131,1257,178,241,606,1897,288,2639,363,348,1389,4555,1830,3042,281,1423,2232,456,156,796,923,173,1601,1261,1616,1236,1241,181,1407,1685,1405,114,1684
1908703000,1908700000,1900000000,City of Cotabato,City,14233,22584,13782,801,175,21961,621,642,9893,9750,288,29357,360,4282,20496,13895,24046,28629,462,6108,12354,4044,160,12830,19363,721,9249,19749,11559,13834,3438,447,9958,23256,21033,342,13550
1908705000,1908700000,1900000000,Datu Odin Sinsuat,Mun,12663,7022,10734,422,235,5965,568,399,2343,9419,610,9884,456,1894,7889,19932,7998,9522,950,8813,14208,7883,418,3104,6063,1158,9468,5939,9420,3660,7167,775,9423,8508,5716,767,11621
1908707000,1908700000,1900000000,Matanog,Mun,923,768,690,48,62,948,167,67,129,494,69,1739,101,361,888,3588,719,1347,81,362,1674,238,74,170,929,119,731,565,843,524,256,129,688,1720,585,57,1245
1908709000,1908700000,1900000000,Parang,Mun,3338,4597,2232,205,93,4857,400,285,2026,1937,77,6476,197,1242,5612,4879,6075,6476,227,1574,3948,1142,28,2913,3818,94,2601,3964,2302,2808,641,125,1980,5498,4306,91,2651
1908713000,1908700000,1900000000,Upi,Mun,6119,4230,4952,482,210,3679,387,661,1549,4797,136,5374,234,1255,5757,2648,5915,7081,297,3947,5915,3093,76,2919,4004,285,4428,3914,3822,1943,1648,185,3377,4284,4005,496,4177
1704001000,1704000000,1700000000,Boac,Mun,9713,10705,6615,395,52,12319,310,483,4022,5407,143,15505,235,1529,10497,940,13886,17299,269,3016,3508,3379,60,6255,14996,484,6393,8588,7904,7059,1331,260,3547,11296,13563,301,5358
1704002000,1704000000,1700000000,Buenavista,Mun,2898,3540,1282,132,27,2788,1158,247,2306,1451,15,4309,119,832,2986,279,4533,5685,114,935,1479,907,31,2395,3024,68,1639,2775,1721,2156,370,59,1239,3165,3945,131,1080
1704003000,1704000000,1700000000,Gasan,Mun,4562,6677,2795,146,33,6994,167,354,3659,2734,25,8403,152,1519,5958,419,8307,10157,132,1362,2368,2136,27,5164,7292,163,3784,5064,3371,4226,698,60,2181,5554,7261,187,2710
1704004000,1704000000,1700000000,Mogpog,Mun,5270,6300,3106,170,33,6176,182,37,2612,2778,20,8040,137,954,6510,251,8070,10127,144,1660,1748,1961,31,7682,3378,149,2838,5063,3860,7127,670,97,2222,6988,7708,210,2405
1704005000,1704000000,1700000000,Santa Cruz,Mun,9267,10321,6654,416,57,9257,346,683,3607,5997,160,13316,236,1516,10231,1846,12302,15586,231,3674,4031,3607,103,5308,10430,394,8634,7026,7660,5772,1681,213,4802,9144,11752,348,5743
1704006000,1704000000,1700000000,Torrijos,Mun,3093,3772,2117,125,32,3115,158,263,1117,2126,17,4999,86,613,3770,284,5257,6598,93,1323,1553,1090,16,2145,4145,62,2001,2569,2822,1730,491,43,1732,3552,4683,109,1740
504101000,504100000,500000000,Aroroy,Mun,5223,5456,7836,191,53,3161,232,338,649,6044,27,8437,224,698,6830,259,4127,8833,88,1713,5167,1115,10,2103,7369,159,2233,3952,3097,5087,491,60,1890,7119,9813,87,4005
504102000,504100000,500000000,Baleno,Mun,1755,3083,2532,120,34,2358,114,214,1373,1638,19,3893,131,465,2275,112,3915,4627,62,1605,1691,1224,33,2595,2415,74,1821,2495,1494,2594,681,39,977,2865,4116,40,1355
