adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,alcantara_samson,angara_sonny,aquino_bam,belgica_greco,binay_nancy,casino_teddy,cayetano_alanpeter,cojuangco_tingting,david_lito,delosreyes_jc,ejercito_jv,enrile_juanponce_jr,escudero_chiz,falcone_bal,gordon_dick,hagedorn_ed,honasan_gringo,hontiveros_risa,legarda_loren,llasos_marwil,maceda_manong_ernie,madrigal_jamby,magsaysay_mitos,magsaysay_ramon_jr,montano_mon,penson_ricardo,pimentel_koko,poe_grace,seneres_christian,trillanes_antonio_iv,villanueva_eddie,villar_cynthia,zubiri_migz
501611000,501600000,500000000,Talisay,Mun,255,4915,4062,363,3215,1081,5421,401,218,187,3925,2716,6019,156,2578,2273,3751,3145,5254,398,587,2079,1248,2898,348,199,3905,6315,187,5223,1221,3203,2155
501612000,501600000,500000000,Vinzons,Mun,508,8071,6364,534,4671,1310,7973,763,369,368,4464,3660,8134,323,3753,2560,5122,4556,7713,638,889,3558,2790,4316,604,336,5760,8653,328,6688,2030,4763,2994
501701000,501700000,500000000,Baao,Mun,511,8143,7559,480,6847,4187,9918,776,365,359,4078,4167,10168,327,5291,2698,8137,6522,9947,272,1114,3563,2198,5373,366,457,6283,9776,235,10351,2049,6261,5057
501702000,501700000,500000000,Balatan,Mun,448,4124,3992,336,4407,680,5511,522,299,250,2898,2740,5646,250,2818,1505,4892,2646,5749,202,724,1889,1553,2953,469,355,3739,5558,146,5152,1528,3898,2421
501703000,501700000,500000000,Bato,Mun,472,6533,6549,419,6732,1086,8389,722,318,245,3870,3756,8504,313,3919,1916,7121,4898,7865,186,998,2947,1871,4154,371,364,5351,8452,213,7907,2166,5561,4592
501704000,501700000,500000000,Bombon,Mun,184,2619,3445,172,2040,899,3695,342,129,101,1178,1487,3696,117,1664,1408,2450,2485,3572,79,370,1584,769,2145,130,140,2344,3901,83,2713,764,2096,2000
501705000,501700000,500000000,Buhi,Mun,515,5398,5464,415,4917,1383,6502,623,291,260,2801,2786,7522,284,3103,1516,5995,4206,6915,189,710,2160,1658,3495,392,362,4259,7142,235,6182,1544,4410,2909
501706000,501700000,500000000,Bula,Mun,471,5353,5629,382,4755,1241,7173,590,276,261,2848,3245,7136,245,3064,2081,5382,4403,7049,134,817,2442,1645,3796,361,285,4362,7176,134,6340,1810,4518,2819
501707000,501700000,500000000,Cabusao,Mun,41,293,323,22,240,46,434,27,19,37,180,165,466,21,185,85,291,258,423,10,28,183,92,196,15,22,302,498,13,318,56,327,152
501708000,501700000,500000000,Calabanga,Mun,657,12930,15387,962,10070,3438,15314,1328,469,517,5768,6559,15423,561,6807,5552,10784,10889,15951,350,1730,6916,3285,9561,599,725,9850,17462,399,13685,3784,9950,7175
501709000,501700000,500000000,Camaligan,Mun,209,4229,4506,251,2901,1580,5147,507,195,167,2102,2274,5491,136,2750,2100,3588,3825,4904,135,619,2205,1052,3289,173,227,3645,5762,134,4159,1072,3215,2806
501710000,501700000,500000000,Canaman,Mun,293,4687,5476,314,3431,1853,6292,528,219,260,2437,2533,6779,160,3154,2190,4480,4410,5960,172,669,2822,1389,4072,180,271,4220,6700,152,5395,1348,3883,3495
501711000,501700000,500000000,Caramoan,Mun,101,816,735,64,990,263,961,134,63,48,586,570,1002,60,520,177,807,353,1006,35,317,329,238,502,65,63,651,888,29,519,225,543,480
501716000,501700000,500000000,City of Iriga,City,1001,18300,15512,1486,13935,4685,20744,1675,1223,615,9735,8899,22993,528,13020,6368,17531,14032,20834,521,1844,9072,3941,11684,626,965,14954,22188,432,22888,7682,13097,8838
501724000,501700000,500000000,City of Naga,City,1347,27667,30415,1934,15785,11864,32584,3242,1130,1649,12510,11855,31536,694,17573,12690,19185,25956,28571,1091,3422,16104,7359,24206,828,1482,25201,34240,851,26046,7979,20074,14973
501712000,501700000,500000000,Del Gallego,Mun,351,3496,3551,353,3114,733,4476,435,209,265,2589,2422,4535,136,1861,1725,3329,2380,5059,109,556,1841,1328,2383,242,224,3138,4871,117,3667,1072,3240,2400
501713000,501700000,500000000,Gainza,Mun,104,1342,1420,111,1090,500,2178,127,79,59,673,1323,1859,52,868,464,1695,1137,1903,35,172,656,380,1018,70,86,1523,1912,29,1688,306,1593,884
501714000,501700000,500000000,Garchitorena,Mun,370,2357,2511,336,3182,554,2675,475,226,211,1714,1684,3356,193,1272,730,2301,1414,3680,124,665,1068,755,1519,271,201,2119,3306,135,1786,809,2295,1539
501715000,501700000,500000000,Goa,Mun,369,6695,6409,400,6112,1521,7348,746,237,246,4615,3812,7634,196,3728,1886,6530,4224,7752,217,1772,1868,2397,4442,260,301,5305,7764,329,5665,1588,5416,4105
501717000,501700000,500000000,Lagonoy,Mun,550,6818,6626,450,6424,1326,6609,860,341,280,4690,4209,7752,302,3973,1938,5894,3502,7733,194,1848,1986,1740,3910,347,363,4525,7447,175,5463,1838,4941,4889
501718000,501700000,500000000,Libmanan,Mun,1077,11159,11188,904,10743,4000,18299,1179,673,565,6479,10233,15063,516,7983,4191,14460,8924,15534,484,1760,6218,4639,8108,836,783,12108,15885,343,14768,3463,13103,8370
501719000,501700000,500000000,Lupi,Mun,443,4889,4631,389,3863,880,6008,527,228,348,2629,3041,5615,219,2297,1549,4340,3267,5473,144,700,2526,1381,3324,314,244,3833,5702,161,4511,1546,4060,2811
501720000,501700000,500000000,Magarao,Mun,293,3760,5119,247,2919,1226,5071,406,189,220,1770,2043,5715,169,2318,1539,3672,3367,4901,137,488,2091,1385,2895,168,262,3244,5607,178,4237,1043,3154,2862
501721000,501700000,500000000,Milaor,Mun,300,4082,4422,272,4435,2073,6281,512,294,272,2141,3415,6023,231,4058,1793,4169,3705,5634,173,574,2678,2022,3269,252,263,4117,6004,129,4657,1176,3838,3712
501722000,501700000,500000000,Minalabac,Mun,434,6057,6175,677,5967,2122,11292,729,284,236,3033,7733,8347,233,4377,3899,9999,4728,9739,218,960,3368,2737,4638,442,349,7704,8162,150,9271,1632,8104,4409
501723000,501700000,500000000,Nabua,Mun,299,7435,7220,399,4893,1731,10268,1087,203,269,3119,3471,11529,212,4140,2358,8947,6039,8702,225,680,3022,1695,5169,296,377,6288,9174,200,13247,2484,5870,3901
501725000,501700000,500000000,Ocampo,Mun,363,5439,6223,369,4776,1282,7222,543,262,189,2926,3050,7462,209,3303,2278,5153,4034,7214,225,843,2645,1708,4188,332,378,4387,7330,149,6065,1995,4095,3749
501726000,501700000,500000000,Pamplona,Mun,339,3810,3855,304,3206,1257,7128,349,204,190,1896,3385,5545,182,2442,1406,4641,3314,5252,150,482,2068,1029,2720,222,219,4194,5573,96,5639,1232,5043,3183
501727000,501700000,500000000,Pasacao,Mun,666,5932,5797,629,5955,1476,9756,657,454,405,3959,5958,7711,327,4356,2558,7806,5509,9680,253,989,3206,2583,4162,556,512,6684,8657,265,7583,1911,7510,4091
501728000,501700000,500000000,Pili,Mun,637,14571,14506,726,9832,3834,17201,1181,479,480,6563,6859,18171,333,9692,4973,12229,12457,15465,319,1672,6404,3334,9807,521,683,10963,17792,341,14499,4198,10222,7951
501729000,501700000,500000000,Presentacion,Mun,178,1327,1528,141,1807,328,1948,232,117,100,1249,1091,2034,120,956,496,1512,846,1926,60,569,560,674,980,140,140,1312,1848,60,1184,639,1203,1030
501730000,501700000,500000000,Ragay,Mun,526,7308,8365,426,6273,1614,8773,685,326,394,4884,4124,10071,226,3557,2701,7620,4738,9534,197,881,3372,1835,4349,353,350,5628,10418,206,7359,2162,6724,3361
501731000,501700000,500000000,Sag?y,Mun,462,4663,4192,318,5561,648,4850,996,233,252,3786,3337,5633,209,3025,1066,4815,2458,5675,182,1812,1553,1786,3400,249,249,3690,5066,167,3440,1035,3331,3421
501732000,501700000,500000000,San Fernando,Mun,242,3852,3802,261,3695,1237,5987,352,167,185,2134,3051,5102,134,2451,1450,4392,3165,4662,155,515,2007,1078,2666,201,254,4061,5223,108,4757,1175,3546,2537
501733000,501700000,500000000,San Jose,Mun,467,6513,6450,335,7832,1383,7607,714,250,271,5878,4438,8942,233,3937,2352,7256,4187,9116,199,1988,2440,2172,5037,309,326,5780,8948,184,5592,1977,5904,5175
501734000,501700000,500000000,Sipocot,Mun,691,9882,8829,646,6753,2083,11636,1112,394,742,4812,4663,12389,290,4652,3246,9347,6413,11664,354,1209,4294,2551,6484,516,477,7428,12344,296,9700,3688,8165,4444
501735000,501700000,500000000,Siruma,Mun,155,2107,1769,121,2012,270,2325,234,94,134,1344,1175,2418,80,1352,507,1628,1285,2490,59,493,677,638,1112,114,120,1568,2554,74,1643,495,1638,1071
501736000,501700000,500000000,Tigaon,Mun,629,9214,7435,660,10706,1045,8541,2502,455,332,8667,6943,10695,357,5974,2696,9599,4603,12224,284,4679,2606,3167,5866,459,396,8281,9223,249,6305,2272,6174,8165
501737000,501700000,500000000,Tinambac,Mun,122,1452,1622,110,1376,372,1764,113,60,88,884,928,2062,41,863,493,1285,1086,1735,41,321,590,420,1122,71,69,927,2060,38,1901,439,1071,943
1001801000,1001800000,1000000000,Catarman,Mun,173,3228,4007,85,3264,379,2273,1465,91,142,3063,2859,3538,58,835,407,2765,1288,3093,61,1366,870,2016,2798,93,110,2803,2636,66,2054,678,1788,3848
1001802000,1001800000,1000000000,Guinsiliban,Mun,34,1715,802,27,1486,82,703,1145,14,29,1429,1471,1752,18,263,288,1327,493,1757,10,1074,359,1274,1532,18,27,874,810,22,668,217,565,1615
1001803000,1001800000,1000000000,Mahinog,Mun,82,2234,2622,56,2060,159,994,1382,30,51,1960,2024,2107,29,411,173,1841,609,1073,24,1285,401,1640,2034,31,36,1111,1136,26,819,246,573,2182
1001804000,1001800000,1000000000,Mambajao,Mun,348,10834,11314,160,9335,491,3736,7474,131,220,9061,9144,10425,108,1306,550,8756,2494,4318,95,6936,2060,7971,9768,111,132,4018,3844,85,3265,1128,2792,9041
1001805000,1001800000,1000000000,Sagay,Mun,186,3625,4259,84,3374,259,1640,2145,77,96,3453,3167,3557,81,670,322,2920,914,1932,78,1911,752,2491,3091,85,89,2201,2057,42,1484,454,1478,3382
601914000,601900000,600000000,City of Roxas,City,1795,30953,33253,1606,32856,8561,34144,4827,1828,2380,23376,16985,33589,910,16954,15149,24390,26914,34212,1265,5944,18010,13405,24768,1399,1912,29278,39944,1673,29058,9854,24335,18777
601901000,601900000,600000000,Cuartero,Mun,379,5000,5537,251,5389,797,5379,997,229,351,2138,2750,5489,232,1968,1888,2168,3100,5658,118,641,2711,3220,4096,279,243,5306,5290,141,4074,1326,3184,5886
601902000,601900000,600000000,Dao,Mun,235,2794,2732,163,5094,448,2874,844,188,238,2294,1987,3692,106,1830,1169,2027,1642,3999,112,866,1173,2621,1835,164,158,2306,3396,114,2162,734,1941,3214
601903000,601900000,600000000,Dumalag,Mun,282,2875,2547,199,3564,625,2813,1142,233,312,1551,2061,3212,176,1649,1178,1605,1622,3580,143,590,1328,2020,2151,242,213,2392,2798,201,2589,827,1786,1878
601904000,601900000,600000000,Dumarao,Mun,508,7449,7676,335,5238,1124,6154,722,407,484,2694,3209,5980,217,2583,2484,2958,3867,6867,222,618,3807,2798,6218,360,387,5265,6825,293,4995,1340,4910,3439
601905000,601900000,600000000,Ivisan,Mun,341,5057,5185,277,8032,1025,5824,1570,339,509,4022,3314,6075,184,2811,2426,3644,3439,6474,200,962,2347,3515,3511,276,260,4248,6400,297,5345,1489,4428,4291
601906000,601900000,600000000,Jamindan,Mun,639,6470,6489,322,6340,942,6385,952,358,470,3516,3942,5555,267,3021,1822,3467,3516,6834,177,819,2595,2551,4297,498,299,4676,6888,221,5592,2530,4441,2938
601907000,601900000,600000000,Ma-Ayon,Mun,577,7233,8598,430,4092,993,7243,452,359,377,2467,2209,6301,210,1861,1469,2408,4878,7272,185,548,4746,1863,6310,327,327,5743,8531,232,5637,1611,5437,2059
601908000,601900000,600000000,Mambusao,Mun,529,9321,8965,393,9269,1331,8816,1571,387,574,5419,5810,8439,312,4616,2958,5403,5883,10078,262,1225,4289,3912,5677,534,381,6992,10012,498,8478,3075,6810,5134
601909000,601900000,600000000,Panay,Mun,289,4443,5557,245,6731,752,5197,834,234,264,2890,3499,5182,136,2547,2066,3104,3717,5344,165,2360,3221,2139,4281,201,252,4400,6166,391,4218,1322,3728,3815
601910000,601900000,600000000,Panitan,Mun,509,5829,6332,359,6986,1098,6854,941,575,504,4284,3223,6157,279,2754,2449,4192,4218,6663,256,1073,2746,3097,4393,352,382,5036,7587,301,5267,1528,4517,3326
601911000,601900000,600000000,Pilar,Mun,396,4235,4694,249,4878,615,4890,437,239,290,2371,2291,4286,165,2144,1574,2322,2744,5075,128,783,2255,1717,3591,267,263,3442,5211,191,3777,1364,3886,2092
601912000,601900000,600000000,Pontevedra,Mun,572,7340,9597,447,8726,1218,8950,867,565,707,5252,3778,8420,292,4181,3333,5187,5979,8790,424,1501,4662,3895,7168,414,412,7417,10127,570,7413,2140,7226,4834
601913000,601900000,600000000,President Roxas,Mun,375,4803,5096,440,5346,859,5604,607,371,453,4126,2987,4910,227,2942,2084,4205,3211,5725,253,825,2238,2051,3496,254,298,4156,6475,305,5010,1654,3554,3469
601915000,601900000,600000000,Sapi-An,Mun,307,4833,5060,241,4625,750,4881,807,257,389,2471,2538,5028,153,2124,1867,2682,3213,5708,148,564,2476,1886,3460,260,255,3961,5601,173,4037,1573,4190,2465
601916000,601900000,600000000,Sigma,Mun,445,6070,7227,309,5572,1030,6396,780,379,610,3144,3152,6147,237,2600,2135,3019,4269,7015,218,733,3739,2383,5174,349,311,4924,7126,278,5499,1688,4559,2988
601917000,601900000,600000000,Tapaz,Mun,626,7676,7029,427,6391,1283,6695,982,380,715,3121,3894,6311,347,3023,2329,3149,4353,7183,255,900,3454,3037,5333,506,386,5660,7716,306,5854,2228,4755,3518
502001000,502000000,500000000,Bagamanoc,Mun,27,325,385,25,334,78,424,38,16,17,247,163,573,10,216,177,289,213,421,10,44,204,69,215,25,22,288,472,7,376,154,299,191
502002000,502000000,500000000,Baras,Mun,300,2390,2302,203,3450,446,3415,314,266,201,2877,1747,3813,148,1494,1001,2415,1564,3552,120,386,1382,718,1325,198,206,2284,4089,111,2568,1112,2156,1669
502003000,502000000,500000000,Bato,Mun,364,4373,4510,344,5955,910,5465,683,232,224,4475,2657,7079,177,3291,1533,4300,2792,5880,205,613,2449,1245,2739,208,340,4375,6812,180,4857,1467,3576,2454
502004000,502000000,500000000,Caramoran,Mun,83,510,466,39,619,134,566,87,42,84,499,283,696,36,262,204,443,261,588,28,86,266,174,330,32,44,432,650,17,412,159,492,306
502005000,502000000,500000000,Gigmoto,Mun,162,1643,1797,111,2201,233,2370,224,112,105,1779,1093,2693,76,1183,718,1605,1099,2552,73,245,924,464,983,117,118,1558,2969,59,1850,867,1624,985
502006000,502000000,500000000,Pandan,Mun,332,1647,1484,199,2262,346,1896,316,175,174,1671,961,1962,142,959,737,1239,861,2153,115,337,952,474,988,251,157,1370,2123,67,1190,685,1414,1000
502007000,502000000,500000000,Panganiban,Mun,289,1828,1941,135,2210,426,2400,216,138,135,1736,1046,2585,90,1177,816,1577,1144,2358,67,256,1068,480,1108,102,116,1735,2647,70,1941,754,1658,1115
502008000,502000000,500000000,San Andres,Mun,909,6413,7244,617,7879,1608,8325,1451,601,619,6382,4671,10686,487,4253,2811,6177,4065,9360,329,1192,4041,2060,4591,527,613,6467,9860,299,6478,2401,5752,4083
502009000,502000000,500000000,San Miguel,Mun,416,2505,2712,218,3371,587,3352,367,192,160,2914,1566,3896,174,1623,973,2190,1743,3549,143,366,1509,657,1320,217,184,2211,4456,116,2507,1135,2489,1367
502010000,502000000,500000000,Viga,Mun,569,4066,4435,389,5470,671,5245,706,400,289,4573,2915,5311,261,3679,1843,3960,2332,5917,215,735,2590,1268,2701,440,372,3682,6206,213,3796,1996,4160,2620
502011000,502000000,500000000,Virac,Mun,1240,14846,12632,1087,18065,3115,15830,2861,818,1018,16108,9615,22778,558,9283,6601,14198,8939,18086,753,2146,7367,3303,8309,568,1056,13201,22292,581,14653,4991,12362,8623
402101000,402100000,400000000,Alfonso,Mun,363,9273,8546,1024,8245,2328,10557,1018,289,413,7314,5973,10976,214,7106,8856,8036,6677,10460,273,1970,3713,1951,6330,309,467,7864,11711,240,8786,5379,8364,4881
402102000,402100000,400000000,Amadeo,Mun,372,7459,7647,1483,6546,1954,8053,1086,347,498,5992,4249,9427,193,6059,6039,5956,6095,8667,381,1274,3445,1885,5516,328,466,6955,9006,218,6850,4761,7391,4131
402104000,402100000,400000000,City of Carmona,City,736,16645,16126,802,13666,3557,17673,1937,755,836,13819,9406,18233,347,11762,9218,12924,12053,18949,546,2956,9376,3566,12297,524,747,14874,21141,474,15345,6535,14240,8320
402105000,402100000,400000000,City of Cavite,City,1022,21680,17807,1318,23621,4529,24320,3060,805,1123,23615,14261,27215,590,24657,17223,23715,14403,24682,804,5431,9122,7135,15678,785,1099,20378,29455,580,22683,10778,19237,13628
402106000,402100000,400000000,City of Dasmari?s,City,5065,87539,77125,6581,87676,29599,97200,12585,3976,5418,80747,56054,95001,2571,78975,62984,77169,62354,98741,3945,20936,34819,26544,61250,3438,5095,79687,107897,3495,80473,44630,73036,54416
402108000,402100000,400000000,City of General Trias,City,1981,35139,34848,4830,39889,10420,40534,5140,1566,1891,37330,25817,40668,938,33508,26819,34031,24394,44944,1338,8104,14609,10224,24468,1267,1752,31303,46505,1141,33987,17928,34120,24311
402109000,402100000,400000000,City of Imus,City,2770,49940,44445,5222,42180,16575,54676,7289,2279,3642,40364,30153,55139,1631,52521,39803,40322,38721,52624,2187,11803,19863,13757,38328,1967,3416,45336,60613,2410,44310,28784,41180,32027
402119000,402100000,400000000,City of Tagaytay,City,813,13759,15595,1638,13948,3623,16520,2562,914,1140,13313,9484,17507,506,11297,10414,12603,10421,16674,733,3513,7047,4399,11018,533,854,13158,18568,557,13626,7345,13360,9218
402122000,402100000,400000000,City of Trece Martires,City,914,14887,14499,1811,18372,4227,18514,2705,774,957,17577,11449,19840,503,15625,12221,15929,11854,19711,585,4245,6259,5178,10750,760,967,15148,21512,574,15312,8880,14042,11184
402123000,402100000,400000000,Gen. Mariano Alvarez,Mun,1061,22272,18716,1524,24355,6679,25345,2857,875,1131,21921,15417,24879,619,20189,17435,21584,17210,26102,925,5542,8877,7205,15373,912,2099,20196,27787,743,20630,12132,19322,13392
402107000,402100000,400000000,General Emilio Aguinaldo,Mun,202,4573,4171,321,4829,863,5198,578,180,204,4241,2740,5299,122,3971,3414,4338,3071,4638,167,1204,2284,1065,3150,204,232,4172,5734,105,4571,2301,4349,2651
402110000,402100000,400000000,Indang,Mun,594,13699,12365,1174,11828,3616,15384,1811,457,707,11814,8802,16672,313,12148,11208,12977,9786,14969,451,2493,4798,3243,9229,610,768,11978,17809,411,13703,7532,11852,8504
402111000,402100000,400000000,Kawit,Mun,786,16523,14555,1048,15094,3737,18737,1877,675,884,14139,9746,19448,438,14799,12378,14627,12235,19049,573,3964,7850,4496,12433,635,877,15388,21316,777,15732,7460,15653,9246
402112000,402100000,400000000,Magallanes,Mun,146,3028,2706,216,2893,514,3399,399,134,109,2742,2120,3736,88,1889,2116,3049,1875,3268,89,496,1448,704,1992,130,124,2675,3597,49,3152,1328,2961,1696
402113000,402100000,400000000,Maragondon,Mun,544,8294,7285,943,9760,1787,9450,975,454,379,8204,5241,10061,267,6747,6843,7489,5746,9962,327,1494,4111,2261,5760,534,470,8034,10853,226,8357,3494,8167,5069
402114000,402100000,400000000,Mendez,Mun,312,7065,6678,664,5931,1550,7677,964,263,321,6885,4515,8493,181,5719,5178,5697,5196,7694,211,1349,2973,1645,5357,222,350,6241,8947,160,6104,4672,6825,3865
402115000,402100000,400000000,Naic,Mun,775,16543,15783,1096,18571,3080,19997,2125,743,770,17774,11375,19982,507,14121,14549,16354,11416,21330,536,3108,8069,4087,11338,806,740,14701,23298,426,17087,6736,17403,9267
402116000,402100000,400000000,Noveleta,Mun,379,7486,6782,465,7359,2021,8616,934,327,412,7057,4779,9087,201,7209,5394,7355,5691,8948,260,1490,3214,2208,5576,264,370,6873,10176,217,7521,3530,7212,4596
402117000,402100000,400000000,Rosario,Mun,1183,18670,19014,1199,22321,5519,23626,2610,964,1038,21415,14009,26175,527,16957,13763,19994,14574,26077,752,3999,9515,5908,15654,707,882,19455,28726,565,19839,9064,19428,12890
402118000,402100000,400000000,Silang,Mun,1709,31775,30580,2410,36750,10848,39400,5642,1494,2461,34123,22670,40466,955,29399,27538,32759,24509,39860,1461,6991,13741,10532,23669,1292,2122,30800,45400,1143,32194,19649,30661,20548
402120000,402100000,400000000,Tanza,Mun,1396,24140,23644,2975,28288,6414,30011,3741,1270,1617,26517,17791,31180,785,22707,19947,25904,18131,32045,986,5379,11762,8050,18849,1174,1360,24477,34672,845,24883,12508,24850,17455
402121000,402100000,400000000,Ternate,Mun,172,3675,3362,205,4625,473,4100,570,138,150,3811,2468,3995,105,3345,3193,3511,1965,4682,110,641,1481,935,2141,184,152,2850,4620,95,4006,1259,3782,1987
702201000,702200000,700000000,Alcantara,Mun,436,2962,3319,251,3181,760,3621,398,562,286,1647,2645,2719,244,1930,1253,1897,2244,3097,172,585,1460,1400,2409,344,260,3186,3210,169,1792,1145,2359,2886
702202000,702200000,700000000,Alcoy,Mun,270,1640,2251,148,2111,371,3291,297,351,321,1172,1473,2879,228,2193,1577,2825,1469,2950,87,347,923,1612,2348,211,143,2805,2003,100,2133,697,2277,2690
702203000,702200000,700000000,Alegria,Mun,322,3282,4760,256,3261,518,3684,1276,457,379,2227,2247,2870,254,2524,1271,2289,2469,3732,250,1180,3045,2057,4215,329,272,3147,3243,272,2144,1076,2791,3052
702204000,702200000,700000000,Aloguinsan,Mun,423,3762,4801,295,6165,941,4440,625,625,322,2359,2921,3743,281,2592,2586,3825,2879,5266,162,690,2211,1762,3423,330,258,3671,4703,206,2592,1144,4062,4631
702205000,702200000,700000000,Argao,Mun,1407,11399,15370,941,10843,2219,15316,1412,2189,1699,5394,9967,12631,777,7795,4082,7354,10666,13068,692,2041,5894,5331,12314,1220,748,13615,13312,930,8891,6452,10656,10841
702206000,702200000,700000000,Asturias,Mun,861,6130,7725,576,8285,1087,7806,1159,1182,674,3388,4762,5926,491,4158,2300,3855,5019,7113,322,1293,3315,4428,6407,757,496,5938,7237,654,3690,2390,7649,6348
702207000,702200000,700000000,Badian,Mun,627,3929,5533,420,4309,798,5226,570,946,550,2401,3533,4140,412,2663,1361,3550,3812,5065,275,740,2164,2611,3908,613,401,4502,4673,340,2768,1548,3723,3594
702208000,702200000,700000000,Balamban,Mun,1260,11020,15449,837,16116,1854,15835,1777,1995,1021,5316,10173,11211,843,7574,2783,6467,8678,14818,581,2480,6987,7400,16240,1119,919,13909,13172,707,7028,3783,12194,12601
702209000,702200000,700000000,Bantayan,Mun,856,7926,13137,679,9898,1406,11015,1260,1392,602,4932,6007,8781,431,4610,2602,3310,6241,9339,333,1182,4121,3238,7055,812,530,8346,12261,595,4364,3016,10141,7004
702210000,702200000,700000000,Barili,Mun,1043,10863,12254,789,12462,2135,12407,2069,1913,1323,7112,9083,10387,746,7703,3111,9364,8469,11863,709,2473,5657,7352,9831,1085,871,11952,12525,851,7944,3546,9800,9671
702212000,702200000,700000000,Boljoon,Mun,342,2269,2562,161,2563,408,2919,333,363,250,1449,1678,2177,147,1589,1209,1743,1728,2718,151,416,936,1340,2159,247,167,2577,2390,196,1655,1144,2444,2789
702213000,702200000,700000000,Borbon,Mun,659,5553,6651,476,4852,985,6626,748,925,591,2664,4075,5378,325,2925,2056,3055,4024,6817,434,1061,2517,2371,5223,713,472,5516,5944,361,3873,1900,5006,6355
702215000,702200000,700000000,Carmen,Mun,716,8926,9497,501,9224,1604,10567,1146,1491,774,5195,7130,9420,476,5754,2691,5171,7792,10956,462,1808,5166,3749,8620,750,695,9142,10485,458,5923,3321,7741,8303
702216000,702200000,700000000,Catmon,Mun,449,5431,6681,227,4900,647,6181,888,567,500,2660,3836,5239,288,3390,1620,2912,4972,6191,310,1196,2992,2544,5211,379,297,5298,4989,380,3820,1485,5022,4798
702211000,702200000,700000000,City of Bogo,City,1270,15661,19285,688,10871,1503,16931,2459,1644,963,6128,8372,14836,640,7372,3354,6161,12955,16675,494,2627,11143,6128,15288,943,657,15366,17350,752,9738,3930,14185,10373
702214000,702200000,700000000,City of Carcar,City,1643,14534,18115,966,15869,3328,19291,2136,2171,1770,9301,13321,16397,853,10165,6365,10011,11852,17399,833,2637,7300,7156,13883,1503,1034,16574,17323,868,10628,5082,14585,14270
730600000,730600000,700000000,City of Cebu,City,16117,227004,231602,12530,193436,50216,245357,61725,21029,29954,140251,140895,227533,13034,178994,87321,148287,183389,217911,14283,63679,119013,111655,215986,14875,14266,219674,236897,15199,166901,78766,177307,197982
731100000,731100000,700000000,City of Lapu-Lapu,City,3179,56588,69935,2610,56145,12869,69159,8346,4628,5381,43414,46014,63715,2847,36830,20391,41419,45106,68143,2930,9647,27897,20460,48758,4396,3492,62516,67219,3024,48464,19418,57067,54373
731300000,731300000,700000000,City of Mandaue,City,4147,62612,69902,3611,55551,16401,79400,10576,7077,6971,39130,43357,67147,3522,46609,23386,40004,56482,69596,3631,11887,32680,25134,61936,4267,3746,64668,72184,4295,49030,23210,57852,60952
702234000,702200000,700000000,City of Naga,City,1362,12469,13786,804,13774,2063,14224,1385,1655,1469,8763,10402,11909,731,7689,3538,8685,7651,12524,788,2004,4850,5642,9256,955,696,12510,11858,1000,7665,3706,12192,12143
702250000,702200000,700000000,City of Talisay,City,3063,34914,40442,2000,34012,7009,40395,4725,4302,8075,22892,24841,36470,2244,25645,12557,21433,29330,36473,2949,5717,18553,16537,33450,2420,2380,36428,40578,3468,27413,13968,32953,32215
702251000,702200000,700000000,City of Toledo,City,1937,19164,20430,1325,18880,3179,20651,4034,2696,2541,11088,15834,15460,1223,15358,5690,10731,12617,18589,1465,4682,9201,10931,16515,1610,1273,17635,19396,1641,12571,5993,16562,15054
702218000,702200000,700000000,Compostela,Mun,607,7304,8775,478,8901,1832,9467,2810,953,741,6536,7197,8316,421,6082,4071,6149,6843,8654,424,4192,4302,4670,7225,493,463,7878,8682,532,5624,2551,6753,8826
702219000,702200000,700000000,Consolacion,Mun,1676,22737,26097,1333,22474,5204,27091,5812,2781,2791,16084,16907,25115,1285,18410,8011,16548,21145,26363,1726,6359,13606,11446,22714,1638,1611,24457,27647,1827,17742,8510,20847,22929
702220000,702200000,700000000,Cordova,Mun,785,9857,11684,567,10020,2901,11962,1492,1389,943,6152,7154,10713,611,7029,3130,5601,8604,11769,458,1686,5050,3651,9510,959,660,10658,12846,533,7032,3948,9275,10322
702221000,702200000,700000000,Daanbantayan,Mun,1135,11486,14757,868,14726,1460,13040,1593,1827,1085,9225,11033,10756,610,10629,2874,9712,9980,12500,647,5493,7764,8891,12017,1143,719,11278,12597,753,7949,3586,14993,11810
702222000,702200000,700000000,Dalaguete,Mun,2115,7611,10758,1006,10545,1658,12511,1322,1690,1117,4810,7105,8740,773,8058,4461,6720,8202,10371,833,1780,4272,5101,9413,1018,846,11075,9115,832,6411,3617,8844,9992
702223000,702200000,700000000,Danao City,City,1968,27239,27901,1308,21893,3737,30458,5142,2393,1681,14589,18568,26169,1059,14351,5468,15361,20846,29979,834,6462,15685,10559,25114,1258,1247,23607,28358,1130,19253,6851,22488,19170
702224000,702200000,700000000,Dumanjug,Mun,827,6306,7103,621,8996,1882,7351,1451,1043,782,3750,5084,6418,478,4628,1882,3932,4935,6458,523,1320,3130,3029,5420,578,600,6462,7062,506,4360,2593,6371,7787
