adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,alcantara_samson,angara_sonny,aquino_bam,belgica_greco,binay_nancy,casino_teddy,cayetano_alanpeter,cojuangco_tingting,david_lito,delosreyes_jc,ejercito_jv,enrile_juanponce_jr,escudero_chiz,falcone_bal,gordon_dick,hagedorn_ed,honasan_gringo,hontiveros_risa,legarda_loren,llasos_marwil,maceda_manong_ernie,madrigal_jamby,magsaysay_mitos,magsaysay_ramon_jr,montano_mon,penson_ricardo,pimentel_koko,poe_grace,seneres_christian,trillanes_antonio_iv,villanueva_eddie,villar_cynthia,zubiri_migz
702225000,702200000,700000000,Ginatilan,Mun,254,2304,3028,173,2412,406,2883,384,514,574,1356,1715,2531,141,1645,1463,1677,2169,2795,421,370,1601,1537,2519,251,163,2758,2719,340,1958,732,2494,2419
702227000,702200000,700000000,Liloan,Mun,1121,17987,20135,940,21089,3491,22274,3957,2188,2086,15011,15964,21733,959,15019,5925,15088,16624,22388,1181,6056,9627,9440,17606,1133,1074,19487,21187,1438,14942,6313,17231,20508
702228000,702200000,700000000,Madridejos,Mun,474,4833,5207,327,5345,621,5622,966,572,308,2569,3732,3824,274,3360,1764,2000,3293,5522,166,1065,2560,1979,3870,482,332,3828,5599,192,2405,1654,4052,3539
702229000,702200000,700000000,Malabuyoc,Mun,299,2325,3079,208,2396,452,2880,418,459,293,1079,2053,2331,203,1713,1454,2050,1746,3210,140,440,1226,1713,2379,288,165,3757,2540,200,1586,856,2113,2907
702231000,702200000,700000000,Medellin,Mun,742,8265,9984,404,8329,1300,9350,1360,1184,770,4261,5926,7798,394,4951,2414,4168,6392,9342,393,1411,4479,4032,7954,669,490,7896,9136,509,4669,2644,7231,7060
702232000,702200000,700000000,Minglanilla,Mun,1732,18121,19162,1113,17081,3985,20579,2724,2392,2448,11024,13302,17275,1113,13603,6646,9928,13656,17636,1230,3659,8099,8371,16047,1244,1248,18493,18686,1515,12932,6855,15041,16496
702233000,702200000,700000000,Moalboal,Mun,435,4615,5623,322,5725,955,6557,647,858,568,2520,3914,4818,262,3071,1831,3858,3906,6173,425,837,2357,2981,4594,467,405,6012,5474,373,3356,1557,4982,5751
702235000,702200000,700000000,Oslob,Mun,370,3677,4509,247,3898,756,6214,562,512,526,3613,2771,5399,262,2833,3284,2634,2991,5643,268,664,1782,2020,3640,409,242,4558,3909,328,2857,1263,3801,5744
702236000,702200000,700000000,Pilar,Mun,133,1706,1858,74,1946,192,1935,344,149,98,1048,1119,1562,76,1020,371,1010,1106,2086,63,350,817,722,1414,95,62,1377,1722,81,1161,438,2160,1575
702237000,702200000,700000000,Pinamungajan,Mun,1035,12515,13049,699,10375,1547,12860,3008,1335,926,5863,7075,9887,526,6731,2107,5165,8493,12375,465,2845,6743,5490,9894,728,582,9797,12034,535,8035,2879,10884,7736
702238000,702200000,700000000,Poro,Mun,296,3149,3593,200,4209,480,3325,1091,339,227,2294,2439,3309,135,1642,911,2388,2234,3829,83,451,1256,1182,2458,158,135,2972,3344,139,1941,971,3577,3286
702239000,702200000,700000000,Ronda,Mun,158,1892,2049,148,1884,384,2639,273,248,204,1396,1435,1821,125,1247,697,1425,1409,2131,96,345,826,949,1583,133,114,2230,1878,141,1308,591,1422,2195
702240000,702200000,700000000,Samboan,Mun,247,1933,2204,185,1273,320,1993,454,242,82,836,805,1801,43,719,448,711,705,1744,78,346,476,586,898,92,71,1937,973,100,637,291,1749,2245
702241000,702200000,700000000,San Fernando,Mun,1235,11180,12667,697,11604,1927,13420,1518,1670,1078,6100,8510,10975,737,7331,4230,7295,8689,12170,521,1889,5881,4930,9825,892,813,11092,11920,524,8364,3445,10403,10757
702242000,702200000,700000000,San Francisco,Mun,719,4579,6375,391,6340,1267,6405,818,834,554,3351,3993,5325,321,2810,1474,3336,4129,6817,372,808,2641,2376,4682,417,318,5178,6425,449,3668,1360,5884,4741
702243000,702200000,700000000,San Remigio,Mun,969,9933,12394,598,8496,1261,11453,1245,1385,1206,4722,6679,9105,593,5698,2653,5672,8102,11322,488,1472,6383,4034,9467,954,578,9928,11183,507,5902,3384,8670,8033
702244000,702200000,700000000,Santa Fe,Mun,138,1610,1937,101,1711,256,1921,307,228,116,868,1210,1530,99,1033,970,864,1190,1908,67,237,845,698,1423,172,105,1455,2115,73,1026,845,1514,1106
702245000,702200000,700000000,Santander,Mun,185,2327,3974,102,3454,293,3591,571,186,202,2566,1818,3133,70,1648,946,2399,1658,3346,141,580,1492,2185,3147,198,114,4835,2824,186,1725,752,2779,3440
702246000,702200000,700000000,Sibonga,Mun,967,7858,9359,500,8315,1560,9693,976,1010,1072,4698,7435,8104,418,4280,2228,5008,5445,9136,317,1132,3237,3033,6257,621,420,8126,8165,329,4767,2228,7726,8426
702247000,702200000,700000000,Sogod,Mun,487,4456,6972,313,4950,696,7218,778,699,396,4008,3689,5917,292,3161,1316,3831,4016,6999,356,1022,2351,2414,4354,541,440,6407,4914,336,3449,1599,4508,5946
702248000,702200000,700000000,Tabogon,Mun,615,6397,7774,409,5990,951,7487,955,1010,616,3389,4661,6578,480,4057,1993,3802,5688,7604,421,1333,4026,3152,6534,849,514,6681,7077,383,4515,2103,5733,4949
702249000,702200000,700000000,Tabuelan,Mun,374,3295,4076,255,4185,599,3866,552,545,361,2197,2660,3219,210,2053,897,1859,2843,4586,191,558,1764,1553,3060,437,264,3754,4003,180,2071,1317,3333,3486
702252000,702200000,700000000,Tuburan,Mun,970,7582,10885,658,6498,1187,9326,1420,1172,784,3282,4365,6938,492,4398,2080,4448,6072,7940,348,1428,4669,3939,8921,641,420,6538,7507,352,4172,2283,6010,5923
702253000,702200000,700000000,Tudela,Mun,122,1532,1959,90,2363,252,2045,399,210,149,1207,1631,1932,100,1163,723,1181,1503,2034,78,399,1051,809,1661,97,102,2752,2096,78,1165,499,2163,1877
1204701000,1204700000,1200000000,Alamada,Mun,859,6014,6232,444,9066,1022,6621,1660,653,648,8578,5042,5377,457,3637,2138,7566,3839,8109,308,1971,2398,4571,5802,908,575,6254,7145,2140,5603,2465,4408,5797
1204717000,1204700000,1200000000,Aleosan,Mun,252,1942,2561,119,2488,656,2189,593,157,165,2949,1677,2122,115,1295,797,2819,1757,2655,87,801,1028,999,1774,244,143,2456,2225,140,2201,613,1676,2095
1204715000,1204700000,1200000000,Antipas,Mun,74,1023,979,53,1206,668,1206,159,83,82,1402,846,965,37,661,371,1247,679,1298,75,171,328,450,731,83,70,1048,1400,92,1351,447,985,1004
1204718000,1204700000,1200000000,Arakan,Mun,402,2458,2460,173,3566,1795,2827,451,259,290,3273,1930,2732,141,1386,865,2666,1518,3143,174,474,944,1297,1920,323,187,2868,2934,215,2852,1109,3680,3975
1204716000,1204700000,1200000000,Banisilan,Mun,790,4987,5048,402,6516,882,5734,1131,547,395,6485,3712,4852,418,2846,1388,5276,3194,6632,283,1130,2109,2604,4037,634,520,5037,6753,403,4473,1680,4198,9428
1204702000,1204700000,1200000000,Carmen,Mun,569,6689,7739,306,12414,1325,7208,2965,2261,2431,9459,7159,6049,255,3447,1769,11000,5021,7328,2159,1631,3187,4771,5247,645,435,9205,10183,2268,11276,2567,8791,15942
1204704000,1204700000,1200000000,City of Kidapawan,City,702,12199,11306,744,13015,7591,13376,1800,1078,1181,13214,8858,13484,466,9503,6268,12642,8251,12741,818,2004,3894,4072,7781,628,646,13518,16051,1026,14896,4559,8781,12174
1204703000,1204700000,1200000000,Kabacan,Mun,971,10895,10350,502,13163,2856,12357,2314,580,617,12286,9027,10073,313,6853,5581,12999,7266,12130,371,2685,3873,3956,7369,709,627,11859,13985,505,13260,3583,8817,11277
1204705000,1204700000,1200000000,Libungan,Mun,651,6533,6588,332,9858,1378,7479,2111,485,524,9794,5886,6608,276,4044,2077,9469,4295,8931,258,2105,2858,3158,5272,642,469,6975,8213,532,7302,2473,5132,6473
1204706000,1204700000,1200000000,Magpet,Mun,861,5841,6240,423,6946,6165,5797,1142,1074,1248,7282,4331,5907,395,3671,2554,6274,3586,7239,873,992,2327,3553,4378,710,470,7152,6783,1121,6163,2502,7034,7377
1204707000,1204700000,1200000000,Makilala,Mun,641,7054,7608,336,8455,4606,8043,1314,793,921,11570,5583,7591,301,4558,2810,7960,5176,9375,703,1426,2767,3849,5683,568,473,8922,9161,828,8611,3186,6594,10551
1204708000,1204700000,1200000000,Matalam,Mun,791,6627,6548,348,8278,2009,7804,1583,890,957,9646,5423,7513,348,4227,2758,8315,4592,8185,699,1438,2490,3718,5257,672,519,7917,7968,866,7899,2451,6587,7536
1204709000,1204700000,1200000000,Midsayap,Mun,1417,18841,17672,662,18410,4464,19986,3818,747,805,20817,13502,16790,528,10664,6142,22325,12820,21811,525,5256,8039,6915,13167,1290,930,18812,23722,849,21213,5235,13870,14661
1204710000,1204700000,1200000000,M'Lang,Mun,592,7105,7714,423,6644,2391,7422,1354,631,747,8023,4414,7860,213,4657,3371,7885,5570,8172,567,1227,2429,3151,5457,382,403,8284,8637,643,8470,2988,5300,7674
1204711000,1204700000,1200000000,Pigkawayan,Mun,822,10480,10079,511,9222,1987,9682,2779,466,389,10846,6259,8611,314,5309,4415,10858,5911,10636,308,2291,3460,3435,6092,625,439,8965,11160,514,9669,2373,6307,7043
1204712000,1204700000,1200000000,Pikit,Mun,677,4311,6905,411,5857,1041,5017,1332,646,261,4320,3441,3266,353,2573,1618,4977,3614,5146,152,1217,1829,1484,2915,556,267,4421,7425,248,4576,1196,4612,6420
1204713000,1204700000,1200000000,President Roxas,Mun,658,6478,7013,374,8927,3866,7225,1093,937,994,8814,5086,6159,262,4398,2240,7939,4085,8111,847,1024,2085,3685,4600,581,429,7033,8220,928,8371,2179,6616,10283
1204714000,1204700000,1200000000,Tulunan,Mun,681,6105,6716,404,7500,4768,7675,1699,722,832,8845,4901,8412,246,3495,2392,8682,4531,8168,689,1113,2562,3237,4881,503,406,7377,8544,809,9667,2036,5991,7077
1108201000,1108200000,1100000000,Compostela,Mun,1000,11676,12261,706,12764,4529,13391,1243,739,727,9793,8376,13585,497,8759,2535,9351,7939,14729,377,1554,4894,3493,7377,1070,651,12121,14870,529,10562,6238,10292,9558
1108202000,1108200000,1100000000,Laak,Mun,894,6878,7585,499,6184,1550,7263,727,449,443,3952,4053,7140,325,3119,1016,3713,3996,7347,239,806,4102,2109,5425,517,399,6912,7333,237,5003,1897,5689,4779
1108203000,1108200000,1100000000,Mabini,Mun,352,4247,3774,278,5352,1465,4072,458,228,334,4242,2750,4676,190,2194,1132,3333,2800,4380,203,730,1616,1573,2999,292,291,4340,5656,279,3503,1633,3729,4145
1108204000,1108200000,1100000000,Maco,Mun,998,11019,11742,701,14357,4396,12637,1873,683,727,10277,8616,11818,542,6263,2803,9464,7442,12452,405,2121,5282,4183,8443,837,791,11870,14319,508,9633,3510,8772,9474
1108205000,1108200000,1100000000,Maragusan,Mun,643,5118,5463,493,5640,1272,5638,700,394,413,4327,3413,5706,298,2376,1015,4046,3022,6071,180,683,2651,1994,3852,501,268,5196,6232,249,4422,1963,4543,3771
1108206000,1108200000,1100000000,Mawab,Mun,346,3149,2918,221,4033,771,3496,355,188,194,3113,2472,3638,149,1596,710,2470,2250,3732,108,551,1292,1146,2158,250,209,3359,4189,119,2662,1260,3093,2777
1108207000,1108200000,1100000000,Monkayo,Mun,1442,10845,10376,1004,13031,3593,11750,1392,757,991,9355,8162,10812,644,8579,2458,8390,7151,12877,529,1946,4675,3657,6815,1381,732,11058,12624,675,9440,4241,9621,8524
1108208000,1108200000,1100000000,Montevista,Mun,339,4487,4765,274,3976,1640,4806,442,218,247,2794,2494,4742,230,3005,796,2357,3196,5125,99,503,2434,1197,3277,521,206,5160,5055,197,3626,2030,3824,3058
1108209000,1108200000,1100000000,Nabunturan,Mun,679,7191,7006,556,8696,1600,7853,870,395,555,6803,5486,7380,346,4759,2105,6098,5195,8216,360,1228,2710,2705,5117,479,387,7873,9179,436,6781,2477,6470,6948
1108210000,1108200000,1100000000,New Bataan,Mun,628,6936,6965,510,7110,1377,7535,680,516,580,5430,4822,7459,283,8907,1445,4996,4789,8183,258,962,2581,2328,4921,798,521,7870,7928,408,5870,3934,6571,6360
1108211000,1108200000,1100000000,Pantukan,Mun,422,4237,4250,264,5793,1211,4641,693,281,290,4376,3703,4912,207,2413,1170,3778,2690,4976,156,881,1873,1651,2773,330,280,4484,6009,219,3850,1293,3711,4084
1102301000,1102300000,1100000000,Asuncion,Mun,981,9906,9183,639,10456,1862,10494,1124,540,815,7543,6332,9225,450,4453,1842,7220,5943,10293,461,1365,4409,3600,7016,631,522,10308,11523,566,9122,2925,7832,7232
1102323000,1102300000,1100000000,Braulio E. Dujali,Mun,369,4057,4174,318,5100,726,4752,516,268,280,4632,3146,4844,177,2161,1247,4049,2495,5362,144,782,1772,1530,2885,287,231,4249,5963,202,4479,1515,3681,4465
1102303000,1102300000,1100000000,Carmen,Mun,300,4772,4828,236,5496,843,5430,459,209,277,4861,3185,4951,155,2290,937,4523,2530,5570,160,1348,1564,1586,2772,215,179,4103,6165,205,4172,1310,3923,4195
1102315000,1102300000,1100000000,City of Panabo,City,1818,32953,34686,1563,38011,7144,37228,3346,1452,2204,32816,27089,34757,972,16857,8676,29985,19928,37425,1305,4423,10648,9813,18713,1370,1336,30256,43655,1598,28838,8784,28017,29641
1102319000,1102300000,1100000000,City of Tagum,City,2480,43209,42251,2113,40832,12283,48905,4455,1996,2418,36825,29517,46510,1260,24755,13147,34317,31762,45453,1216,7181,17001,12354,31066,1698,2188,46580,56395,1564,43004,13553,31359,36912
1102317000,1102300000,1100000000,Island Garden City of Samal,City,569,5658,6940,450,8602,1184,7145,676,547,369,6274,4521,7211,281,3983,2015,5602,3979,8614,226,1082,2485,2238,4124,401,389,6180,8770,207,5784,2061,5478,6655
1102305000,1102300000,1100000000,Kapalong,Mun,293,4606,4467,196,4378,1598,5104,561,197,303,3812,3111,4697,135,2565,1170,3601,3184,4830,170,638,1964,1421,3122,250,253,4676,5671,244,4340,1344,3511,3379
1102314000,1102300000,1100000000,New Corella,Mun,1009,8437,8291,514,8046,1405,8932,840,446,614,6009,5146,8503,326,3514,1505,5664,5265,9112,279,1106,4069,2842,6115,580,442,8839,10068,314,7933,2658,6091,5851
1102324000,1102300000,1100000000,San Isidro,Mun,419,3838,4050,252,4193,641,4017,588,198,213,2479,2143,3604,175,1680,590,2162,2345,3958,111,476,2007,1726,2834,251,176,3642,4106,131,3039,794,3085,2349
1102318000,1102300000,1100000000,Santo Tomas,Mun,717,9553,9454,572,10669,2639,10979,1166,529,640,8788,7714,10442,425,5657,2514,8507,5950,11277,340,1486,3601,3344,6341,577,535,9423,12639,501,8809,3456,8054,9305
1102322000,1102300000,1100000000,Talaingod,Mun,107,978,931,58,1032,220,1079,125,54,69,857,665,986,49,499,243,750,639,1062,26,157,455,368,681,80,65,1010,1215,41,870,248,734,828
1102401000,1102400000,1100000000,Bansalan,Mun,899,10655,10528,612,11996,2012,12422,2108,1217,1297,10647,8891,10930,458,5451,2478,9614,6514,11556,1380,2322,4520,4569,6575,874,705,12274,12375,814,10121,2779,9014,9713
1130700000,1130700000,1100000000,City of Davao,City,17067,261337,258199,17560,269053,93706,284642,34150,14304,18943,251829,181735,294409,9649,167482,116325,201932,195335,268469,9436,49268,95795,85149,181068,13263,15529,271188,335466,11774,235261,94346,212684,239302
1102403000,1102400000,1100000000,City of Digos,City,595,11472,11763,519,11272,2594,13154,2720,892,914,10753,8721,12017,333,6422,3502,8867,7424,12026,961,1805,4735,3953,7161,505,515,12640,13701,711,11257,3211,8995,10466
1102404000,1102400000,1100000000,Hagonoy,Mun,686,8773,9131,488,10646,2006,9735,2141,681,655,8664,7320,8966,325,5070,1998,6713,5144,10559,808,1489,3407,2914,5360,597,533,9332,10532,462,7703,2731,7447,8096
1102406000,1102400000,1100000000,Kiblawan,Mun,832,4194,4827,437,5004,914,4756,787,606,896,4067,3729,4611,527,2440,1182,3874,3070,5215,545,666,1831,1847,2966,437,302,4906,5368,472,4037,1758,3770,3786
1102407000,1102400000,1100000000,Magsaysay,Mun,837,10612,10362,598,10194,1420,11578,2197,1264,601,7242,6696,10079,363,3369,1475,6074,5589,10533,811,1228,4432,2888,5993,591,460,10010,9865,392,9307,1837,7287,7205
1102408000,1102400000,1100000000,Malalag,Mun,122,1429,1510,75,1481,289,1528,355,60,64,1163,1062,1468,55,482,217,831,822,1610,64,152,590,344,773,89,51,1385,1514,42,1121,296,1446,1169
1102410000,1102400000,1100000000,Matanao,Mun,737,7238,7487,556,8077,1850,10960,1199,1229,1193,9116,6297,9633,428,3849,1703,7513,7753,8901,1466,1143,3004,3302,4808,593,657,9644,9547,964,10736,2566,8712,8926
1102411000,1102400000,1100000000,Padada,Mun,227,3178,3577,158,2957,731,4066,685,240,316,2684,2851,3596,127,1553,886,2530,2802,3478,269,466,1557,1087,2208,178,190,3745,4009,225,2887,752,2776,2548
1102412000,1102400000,1100000000,Santa Cruz,Mun,389,5832,5973,321,6982,1077,6941,1005,502,507,5866,4827,6516,251,3080,1512,4933,3712,7553,590,1045,2385,2292,3492,314,285,6565,7665,393,5596,1653,5067,5348
1102414000,1102400000,1100000000,Sulop,Mun,129,850,955,64,2030,190,1080,207,62,80,947,724,1833,43,357,179,736,524,1039,65,110,371,380,547,69,62,1748,1061,64,797,219,1707,1670
1108601000,1108600000,1100000000,Don Marcelino,Mun,696,2345,2574,329,3030,439,2161,776,219,303,1652,1610,1975,240,1001,347,1547,851,2738,256,507,990,937,1325,414,224,2167,2318,178,1351,745,1785,1665
1108602000,1108600000,1100000000,Jose Abad Santos,Mun,764,2467,2581,487,3847,572,2445,563,774,1022,1876,1735,2294,290,1198,674,1735,1112,3030,609,662,1469,1301,1551,424,291,2768,2706,644,2323,1216,2235,1859
1108603000,1108600000,1100000000,Malita,Mun,1732,12261,13902,853,11724,1624,12558,2299,846,960,8593,7445,12381,559,4555,2222,8033,8064,13967,912,2148,5794,4410,8102,1326,962,11491,13581,608,10169,2975,9256,6755
1108604000,1108600000,1100000000,Santa Maria,Mun,353,1632,1859,186,2020,298,1784,329,164,234,1290,1262,1715,127,701,322,1177,987,1969,153,307,820,634,1101,185,123,1728,1981,135,1363,523,1576,1343
1108605000,1108600000,1100000000,Sarangani,Mun,126,494,557,75,774,129,593,142,107,99,412,455,430,73,269,128,421,229,679,46,125,298,219,335,115,80,501,762,40,464,160,701,493
1102501000,1102500000,1100000000,Baganga,Mun,938,4107,6559,614,7257,1492,5537,1408,583,447,4772,3889,5476,408,5404,1169,3716,2174,6719,229,888,1840,1761,2733,774,480,5313,5904,272,3209,1676,5112,6471
1102502000,1102500000,1100000000,Banaybanay,Mun,166,1987,2029,139,2952,405,2278,446,105,77,2163,1629,2097,72,1320,497,1628,1462,2435,58,383,865,944,1374,119,116,2197,2713,69,1664,620,1557,1777
1102503000,1102500000,1100000000,Boston,Mun,305,1109,1848,144,2329,396,1790,250,214,179,1510,1288,1507,194,1474,279,1017,777,1782,89,239,674,764,823,331,155,1469,1881,92,1109,699,1671,1591
1102504000,1102500000,1100000000,Caraga,Mun,814,2350,4005,504,4347,973,3581,647,405,398,2486,1932,3033,361,1668,798,1705,1561,3455,151,478,1221,1212,1733,447,346,2638,3076,211,1720,1436,2724,2302
1102505000,1102500000,1100000000,Cateel,Mun,815,3750,5687,543,7282,1447,4482,858,511,560,3735,3250,3970,366,4802,799,2626,2491,5548,190,892,1723,1751,2355,649,320,5408,4538,201,2834,1792,5659,4879
1102509000,1102500000,1100000000,City of Mati,City,1923,11052,11217,640,13516,2480,11770,1572,560,657,11253,7838,10819,527,7449,3247,7675,7155,11982,335,2624,4446,4533,7210,703,720,13786,14457,485,8683,3550,9849,9856
1102506000,1102500000,1100000000,Governor Generoso,Mun,921,6278,7710,472,7581,999,7260,943,451,426,6418,5114,6487,400,3850,1838,5221,7053,8305,271,943,2741,2463,4323,585,520,7031,8867,261,5344,2080,6410,5241
1102507000,1102500000,1100000000,Lupon,Mun,778,6125,6074,500,8013,1590,6949,1071,441,452,6387,5592,6062,374,3865,1650,4715,4238,7180,308,1227,2839,2519,4311,591,534,6917,8347,299,5119,2135,5223,4947
1102508000,1102500000,1100000000,Manay,Mun,978,3221,5142,703,8028,919,4540,1230,549,416,5176,3666,4299,330,2816,1089,3137,1695,4801,251,1258,1607,3999,2516,644,529,3706,5639,257,2930,2742,4563,4659
1102510000,1102500000,1100000000,San Isidro,Mun,132,629,685,61,742,138,666,111,55,40,656,486,552,33,391,191,486,522,762,23,111,242,268,372,60,45,687,662,32,505,272,818,592
1102511000,1102500000,1100000000,Tarragona,Mun,215,844,936,117,1332,290,854,143,78,74,715,643,770,88,568,211,490,513,1088,135,271,516,476,637,231,178,1142,1237,47,563,492,992,749
1608501000,1608500000,1600000000,Basilisa,Mun,356,1764,2091,212,1802,513,4240,270,132,254,1759,2268,4106,164,754,436,1140,1559,2190,75,282,1177,665,1440,312,138,1760,1957,73,1963,581,4280,3106
1608502000,1608500000,1600000000,Cagdianao,Mun,437,1385,1755,252,1551,928,2596,312,200,210,1218,1456,2578,118,648,407,898,1351,2015,82,211,813,533,1000,218,142,1409,1950,81,1303,632,2706,2155
1608503000,1608500000,1600000000,Dinagat,Mun,170,930,1145,91,783,237,2379,137,67,78,495,1402,1922,62,1166,932,470,957,1097,52,121,544,267,825,89,54,892,1080,42,1852,329,1945,1543
1608504000,1608500000,1600000000,Libjo,Mun,294,1594,1711,181,1612,769,3280,231,170,189,1453,1999,2985,115,766,390,997,1272,1891,123,267,814,540,1064,285,160,1462,1868,86,1567,675,3329,2337
1608505000,1608500000,1600000000,Loreto,Mun,141,1446,1692,115,1294,327,1826,254,100,118,796,898,1708,58,717,347,881,1504,1671,92,224,854,500,1081,156,99,1658,1742,39,1152,714,1432,1118
1608506000,1608500000,1600000000,San Jose,Mun,292,2279,2207,167,2331,482,6241,275,135,148,2097,4358,6129,101,1227,721,1555,2271,2885,68,360,1304,672,1736,171,113,2193,2839,103,4238,576,6091,4942
1608507000,1608500000,1600000000,Tubajon,Mun,66,690,904,40,463,146,825,60,52,51,317,312,727,25,230,238,282,1097,812,46,39,455,147,593,60,26,715,904,23,509,294,715,364
802601000,802600000,800000000,Arteche,Mun,264,1861,1887,169,1945,837,2165,353,103,132,896,1078,2206,112,644,462,954,1161,2512,46,246,879,475,1055,195,105,1790,2542,63,1574,623,1862,743
802602000,802600000,800000000,Balangiga,Mun,193,1216,1321,105,1359,302,1490,323,106,107,934,707,1552,101,794,679,896,847,1616,59,218,567,552,899,142,144,1143,1521,40,994,493,1157,720
